HideoutNPCsKey,Order,AddMod,Cost_BaseItemTypesKeys,Cost_Values,RequiredLevel,Name,CraftingBenchCustomAction,ItemClassesKeys,Links,SocketColours,Sockets,ItemQuantity,Unknown0,Description,IsDisabled,IsAreaOption,RecipeIds,Tier,CraftingItemClassCategoriesKeys,MaximumMapTier,CraftingBenchUnlockCategoriesKey,UnveilsRequired,UnveilsRequired2,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,AddEnchantment,SortCategory,Unknown9,Unknown10
"<6, 0>",57,"<4988, 0>","[<2, 0>]",[3],101,Monstres d'Ailleurs,7,"[<35, 0>]",0,,0,0,[],,False,True,[],0,"[<14, 0>]",0,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<1883, 0>",False
"<6, 0>",58,"<4995, 0>","[<2, 0>]",[3],101,Boss uniques jumelés,7,"[<35, 0>]",0,,0,0,[],,False,True,[],0,"[<14, 0>]",0,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<666, 0>",False
"<3, 0>",0,"<16900, 0>","[<11, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[],1,"[<6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",0,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<0, 0>",True
"<3, 0>",1,"<16864, 0>","[<10, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[],1,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",0,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<111, 0>",False
"<3, 0>",2,"<16867, 0>","[<10, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[],1,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",0,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<112, 0>",False
"<3, 0>",3,"<16870, 0>","[<10, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[],1,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",0,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<113, 0>",False
"<3, 0>",4,"<16886, 0>","[<15, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[],1,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",0,"<null, null>",0,0,"[<742, 0>]",[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<362, 0>",False
"<3, 0>",5,"<16889, 0>","[<15, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[],1,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <13, 0>]",0,"<null, null>",0,0,"[<743, 0>]",[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<366, 0>",False
"<3, 0>",6,"<16892, 0>","[<15, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[],1,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <13, 0>]",0,"<null, null>",0,0,"[<744, 0>]",[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<370, 0>",False
"<3, 0>",7,"<null, null>","[<12, 0>]",[1],0,Retirer les mods fabriqués,0,[],0,,0,0,[],,False,False,[],0,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",0,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<3, 0>","<null, null>",False
"<3, 0>",8,"<16865, 0>","[<6, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[133],2,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<111, 0>",False
"<3, 0>",9,"<16866, 0>","[<2, 0>]",[3],0,,7,[],0,,0,0,[],,False,False,[135],3,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <11, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<111, 0>",False
"<3, 0>",10,"<16868, 0>","[<6, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[133],2,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<112, 0>",False
"<3, 0>",11,"<16869, 0>","[<2, 0>]",[3],0,,7,[],0,,0,0,[],,False,False,[135],3,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <11, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<112, 0>",False
"<3, 0>",12,"<16871, 0>","[<6, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[133],2,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<113, 0>",False
"<3, 0>",13,"<16872, 0>","[<2, 0>]",[3],0,,7,[],0,,0,0,[],,False,False,[135],3,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <11, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<113, 0>",False
"<3, 0>",14,"<16873, 0>","[<10, 0>]",[6],0,,7,[],0,,0,0,[],,False,False,[136],1,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<1333, 0>",False
"<3, 0>",15,"<16874, 0>","[<6, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[137],2,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<1333, 0>",False
"<3, 0>",16,"<16875, 0>","[<2, 0>]",[3],0,,7,[],0,,0,0,[],,False,False,[138],3,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <11, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<1333, 0>",False
"<3, 0>",17,"<16876, 0>","[<10, 0>]",[6],0,,7,[],0,,0,0,[],,False,False,[136],1,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<1335, 0>",False
"<3, 0>",18,"<16877, 0>","[<6, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[137],2,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<1335, 0>",False
"<3, 0>",19,"<16878, 0>","[<2, 0>]",[3],0,,7,[],0,,0,0,[],,False,False,[138],3,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <11, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<1335, 0>",False
"<3, 0>",20,"<16879, 0>","[<10, 0>]",[6],0,,7,[],0,,0,0,[],,False,False,[136],1,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<1334, 0>",False
"<3, 0>",21,"<16880, 0>","[<6, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[137],2,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<1334, 0>",False
"<3, 0>",22,"<16881, 0>","[<2, 0>]",[3],0,,7,[],0,,0,0,[],,False,False,[138],3,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <11, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<1334, 0>",False
"<3, 0>",23,"<16882, 0>","[<11, 0>]",[6],0,,7,[],0,,0,0,[],,False,False,[139],1,"[<9, 0>, <10, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<114, 0>",True
"<3, 0>",24,"<16883, 0>","[<2, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[140],2,"[<9, 0>, <10, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<114, 0>",True
"<3, 0>",25,"<16884, 0>","[<11, 0>]",[6],0,,7,[],0,,0,0,[],,False,False,[139],1,"[<9, 0>, <10, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<6763, 0>",True
"<3, 0>",26,"<16885, 0>","[<2, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[140],2,"[<9, 0>, <10, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<6763, 0>",True
"<3, 0>",27,"<16887, 0>","[<6, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[141],2,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",1,"<null, null>",0,0,"[<742, 0>]",[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<362, 0>",False
"<3, 0>",28,"<16888, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[142],3,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",1,"<null, null>",0,0,"[<742, 0>]",[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<362, 0>",False
"<3, 0>",29,"<16890, 0>","[<6, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[141],2,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <13, 0>]",1,"<null, null>",0,0,"[<743, 0>]",[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<366, 0>",False
"<3, 0>",30,"<16891, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[142],3,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <13, 0>]",1,"<null, null>",0,0,"[<743, 0>]",[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<366, 0>",False
"<3, 0>",31,"<16893, 0>","[<6, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[141],2,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <13, 0>]",1,"<null, null>",0,0,"[<744, 0>]",[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<370, 0>",False
"<3, 0>",32,"<16894, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[142],3,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <13, 0>]",1,"<null, null>",0,0,"[<744, 0>]",[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<370, 0>",False
"<3, 0>",33,"<16895, 0>","[<7, 0>]",[3],0,,7,[],0,,0,0,[],,False,False,[144],1,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<372, 0>",False
"<3, 0>",34,"<16896, 0>","[<7, 0>]",[6],0,,7,[],0,,0,0,[],,False,False,[145],2,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<372, 0>",False
"<3, 0>",35,"<16897, 0>","[<15, 0>]",[3],0,,7,[],0,,0,0,[],,False,False,[146],1,"[<8, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<125, 0>",True
"<3, 0>",36,"<16898, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[147],2,"[<8, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<125, 0>",True
"<3, 0>",37,"<16899, 0>","[<2, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[148],3,"[<8, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<125, 0>",True
"<3, 0>",38,"<16901, 0>","[<10, 0>]",[6],0,,7,[],0,,0,0,[],,False,False,[149],2,"[<6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<0, 0>",True
"<3, 0>",39,"<16902, 0>","[<6, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[150],3,"[<6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<0, 0>",True
"<3, 0>",40,"<16903, 0>","[<6, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[151],4,"[<6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<0, 0>",True
"<3, 0>",41,"<16904, 0>","[<2, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[153],5,"[<6, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<0, 0>",True
"<3, 0>",42,"<16905, 0>","[<7, 0>]",[3],0,,7,[],0,,0,0,[],,False,False,[154],1,"[<9, 0>, <10, 0>, <7, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<21, 0>",True
"<3, 0>",43,"<16906, 0>","[<7, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[155],2,"[<10, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<21, 0>",True
"<3, 0>",44,"<16907, 0>","[<7, 0>]",[3],0,,7,[],0,,0,0,[],,False,False,[154],1,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<22, 0>",True
"<3, 0>",45,"<16908, 0>","[<7, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[155],2,"[<0, 0>, <1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<22, 0>",True
"<3, 0>",46,"<16909, 0>","[<14, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[155],0,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<28, 0>",True
"<3, 0>",47,"<16917, 0>","[<15, 0>]",[3],0,,7,[],0,,0,0,[],,False,False,[],1,"[<1, 0>]",0,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<11, 0>",True
"<3, 0>",48,"<16918, 0>","[<15, 0>]",[6],0,,7,[],0,,0,0,[],,False,False,[149],2,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<11, 0>",True
"<3, 0>",49,"<16919, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[150],3,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<11, 0>",True
"<3, 0>",50,"<16920, 0>","[<2, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[151],4,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<11, 0>",True
"<3, 0>",51,"<16913, 0>","[<15, 0>]",[3],0,,7,[],0,,0,0,[],,False,False,[],1,"[<0, 0>, <2, 0>, <3, 0>]",0,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<11, 0>",True
"<3, 0>",52,"<16914, 0>","[<15, 0>]",[6],0,,7,[],0,,0,0,[],,False,False,[149],2,"[<0, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<11, 0>",True
"<3, 0>",53,"<16915, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[150],3,"[<0, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<11, 0>",True
"<3, 0>",54,"<16916, 0>","[<2, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[151],4,"[<0, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<11, 0>",True
"<3, 0>",55,"<16910, 0>","[<15, 0>]",[3],0,,7,[],0,,0,0,[],,False,False,[],1,"[<6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <13, 0>, <11, 0>]",0,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<11, 0>",True
"<3, 0>",56,"<16911, 0>","[<15, 0>]",[6],0,,7,[],0,,0,0,[],,False,False,[149],2,"[<6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <13, 0>, <11, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<11, 0>",True
"<3, 0>",57,"<16912, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[150],3,"[<6, 0>, <7, 0>, <8, 0>, <5, 0>, <4, 0>, <9, 0>, <10, 0>, <13, 0>, <11, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<11, 0>",True
"<3, 0>",58,"<16921, 0>","[<11, 0>]",[6],0,,7,[],0,,0,0,[],,False,False,[156],1,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <9, 0>, <10, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<105, 0>",True
"<3, 0>",59,"<16922, 0>","[<6, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[157],2,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <9, 0>, <10, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<105, 0>",True
"<3, 0>",60,"<16923, 0>","[<11, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[158],1,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<203, 0>",True
"<3, 0>",61,"<16924, 0>","[<11, 0>]",[8],0,,7,[],0,,0,0,[],,False,False,[159],2,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<203, 0>",True
"<3, 0>",62,"<16925, 0>","[<2, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[160],3,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<203, 0>",True
"<3, 0>",63,"<16926, 0>","[<13, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[261],4,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<203, 0>",True
"<3, 0>",64,"<16931, 0>","[<11, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[161],1,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<75, 0>",True
"<3, 0>",65,"<16932, 0>","[<11, 0>]",[8],0,,7,[],0,,0,0,[],,False,False,[162],2,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<75, 0>",True
"<3, 0>",66,"<16933, 0>","[<2, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[163],3,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<75, 0>",True
"<3, 0>",67,"<16934, 0>","[<13, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[262],4,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<75, 0>",True
"<3, 0>",68,"<16927, 0>","[<11, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[161],1,"[<0, 0>, <2, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<75, 0>",True
"<3, 0>",69,"<16928, 0>","[<11, 0>]",[8],0,,7,[],0,,0,0,[],,False,False,[162],2,"[<0, 0>, <2, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<75, 0>",True
"<3, 0>",70,"<16929, 0>","[<2, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[163],3,"[<0, 0>, <2, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<75, 0>",True
"<3, 0>",71,"<16930, 0>","[<13, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[262],4,"[<0, 0>, <2, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<75, 0>",True
"<3, 0>",72,"<16935, 0>","[<11, 0>]",[6],0,,7,[],0,,0,0,[],,False,False,[164],1,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<1449, 0>",True
"<3, 0>",73,"<16936, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[165],2,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<1449, 0>",True
"<3, 0>",74,"<16937, 0>","[<11, 0>]",[6],0,,7,[],0,,0,0,[],,False,False,[166],1,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <9, 0>, <10, 0>, <11, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<235, 0>",True
"<3, 0>",75,"<16938, 0>","[<6, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[167],2,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>, <13, 0>, <11, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<235, 0>",True
"<3, 0>",76,"<16939, 0>","[<11, 0>]",[6],0,,7,[],0,,0,0,[],,False,False,[168],1,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<206, 0>",True
"<3, 0>",77,"<16940, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[169],2,"[<0, 0>, <1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<206, 0>",True
"<3, 0>",78,"<16941, 0>","[<13, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[109],3,"[<0, 0>, <1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<206, 0>",True
"<3, 0>",79,"<16942, 0>","[<13, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[109],3,"[<2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<206, 0>",True
"<3, 0>",80,"<16943, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[168],0,"[<7, 0>, <13, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<97, 0>",True
"<3, 0>",81,"<16949, 0>","[<11, 0>]",[6],0,,7,[],0,,0,0,[],,False,False,[168],1,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<94, 0>",True
"<3, 0>",82,"<16950, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[169],2,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<94, 0>",True
