Id,Unknown0,IsSummoned,Armour,Evasion,EnergyShieldFromLife,DamageSpread,MonsterResistancesKey,IsLargeAbyssMonster,IsSmallAbyssMonster,Flag0
GuardianCasterChampion,100,False,0,10,100,20,"<18, 0>",False,False,False
GuardianCasterMapBoss,100,False,0,10,100,20,"<34, 0>",False,False,False
GuardianCasterBossDescent,100,False,0,10,100,20,"<0, 0>",False,False,False
GuardianCasterBossInvasion,100,False,0,10,100,20,"<37, 0>",False,False,False
GuardianCasterLightning,100,False,0,10,100,20,"<26, 0>",False,False,False
GuardianCasterLightningMapBoss,100,False,0,10,100,20,"<34, 0>",False,False,False
GuardianCasterLightningBossDescent,100,False,0,10,100,20,"<0, 0>",False,False,False
GuardianCasterLightningBossInvasion,100,False,0,10,100,20,"<37, 0>",False,False,False
Guardian,100,False,0,30,0,20,"<2, 0>",False,False,False
GuardianBoss,100,False,0,30,0,20,"<26, 0>",False,False,False
GuardianBossInvasion,100,False,0,30,0,20,"<37, 0>",False,False,False
Snake,100,False,15,15,0,20,"<5, 0>",False,False,True
SnakeParasite,100,False,15,15,0,20,"<5, 0>",False,False,True
SnakeChimera,100,False,15,15,0,20,"<5, 0>",False,False,True
SnakeChimeraTough,100,False,15,15,0,20,"<8, 0>",False,False,True
SnakeChimeraBoss,100,False,15,15,0,20,"<5, 0>",False,False,True
SnakeTalisman,100,False,15,15,0,20,"<5, 0>",False,False,True
SnakeDexMissionMinion,100,False,15,15,0,20,"<3, 0>",False,False,True
SnakeDexMissionBoss,100,False,15,15,0,20,"<27, 0>",False,False,True
SnakeMapBoss,100,False,15,15,0,20,"<34, 0>",False,False,True
SnakeBossDescent,100,False,15,15,0,20,"<5, 0>",False,False,True
SnakeScorpion,100,False,15,15,0,20,"<5, 0>",False,False,True
SnakeScorpion2,100,False,15,15,0,20,"<5, 0>",False,False,True
SnakeScorpionBossInvasion,100,False,15,15,0,20,"<37, 0>",False,False,True
SnakeScorpionBossSideArea,100,False,15,15,0,20,"<37, 0>",False,False,True
SnakeBoss,100,False,15,15,0,20,"<30, 0>",False,False,True
SnakeSlither,100,False,20,10,0,20,"<5, 0>",False,False,True
SnakeSlitherBossMinion,100,False,20,10,0,20,"<5, 0>",False,False,True
SnakeSlitherSideArea,100,False,20,10,0,20,"<37, 0>",False,False,True
SnakeSlitherAtziri,100,False,20,10,0,20,"<5, 0>",False,False,True
SnakeSlitherDelve,100,False,20,0,0,20,"<5, 0>",False,False,True
SnakeSlitherBossInvasion,100,False,20,10,0,20,"<37, 0>",False,False,True
SnakeSlitherBossRiverways,100,False,20,10,0,20,"<30, 0>",False,False,True
SnakeSlitherBossSideArea,100,False,20,10,0,20,"<37, 0>",False,False,True
SnakeSlitherDexMissionBoss,100,False,20,10,0,20,"<30, 0>",False,False,False
SnakeProphecyBossSummoned,100,False,15,15,0,20,"<5, 0>",False,False,True
SnakeProphecyBossSummonedMap,100,False,15,15,0,20,"<5, 0>",False,False,False
SnakeUniqueSummoned,340,True,15,15,0,20,"<41, 0>",False,False,True
Undying,100,False,0,25,0,20,"<3, 0>",False,False,False
UndyingChampion,100,False,0,25,0,20,"<3, 0>",False,False,False
IntMissionUndying,100,False,0,25,0,20,"<23, 0>",False,False,False
UndyingBoss,100,False,0,25,0,20,"<27, 0>",False,False,False
UndyingBossDescent,100,False,0,25,0,20,"<0, 0>",False,False,False
UndyingBossInvasion,100,False,0,25,0,20,"<37, 0>",False,False,False
UndyingBossEndlessLedge,100,False,0,25,0,20,"<27, 0>",False,False,False
UndyingMapBoss,100,False,0,25,0,20,"<34, 0>",False,False,False
Grappler,100,False,0,0,25,20,"<20, 0>",False,False,False
GrapplerBossInvasion,100,False,0,0,25,20,"<37, 0>",False,False,False
GrapplerBossSideArea,100,False,0,0,25,20,"<37, 0>",False,False,False
Totem,100,True,100,0,0,0,"<39, 0>",False,False,False
AncestorTotem,100,True,100,0,0,0,"<39, 0>",False,False,False
VaalAncestorTotem,100,True,100,0,0,0,"<39, 0>",False,False,False
TauntTotem,100,True,100,0,0,0,"<39, 0>",False,False,False
HolyFlameTotem,100,True,100,0,0,0,"<39, 0>",False,False,False
SummonedMonsterTotem,100,False,100,0,0,0,"<39, 0>",False,False,False
SummonedMonsterTauntTotem,100,False,100,0,0,0,"<39, 0>",False,False,False
SummonedMonsterTotemBlight,100,False,100,0,0,0,"<39, 0>",False,False,False
MonsterTotem,100,False,100,0,0,0,"<0, 0>",False,False,False
MonsterTotemTough,100,False,100,0,0,0,"<0, 0>",False,False,False
MonsterTotemBelly,100,False,100,0,0,0,"<0, 0>",False,False,False
MonsterTotemRanged,100,False,100,0,0,0,"<0, 0>",False,False,False
MonsterTotemRangedBoss,100,False,100,0,0,0,"<39, 0>",False,False,False
MonsterBetrayalHealingTotem,100,False,100,0,0,0,"<0, 0>",False,True,False
SilverPoolTurret,100,False,0,0,0,0,"<0, 0>",False,False,False
MonsterTotemHighHealth,100,False,100,0,0,0,"<0, 0>",False,False,False
MonsterTotemSuperHighHealth,100,False,100,0,0,0,"<0, 0>",False,False,False
MonsterTotemSextant,100,False,100,0,0,0,"<0, 0>",False,False,False
LabyrinthMonsterTotem,100,False,100,0,0,0,"<0, 0>",False,False,False
PopUpMapMossMonsterBoss2,100,False,100,0,0,0,"<0, 0>",False,False,True
MonsterTotemHeiTiki,100,False,100,0,0,20,"<0, 0>",False,False,False
MonsterTotemHeiTikiBoss,100,False,100,0,0,20,"<0, 0>",False,False,False
MonsterTotemHeiTikiMapBoss,100,False,100,0,0,20,"<34, 0>",False,False,False
MonsterTotemPuiTotem,100,False,100,0,0,0,"<0, 0>",False,False,False
MonsterTotemPuiTotemBoss,100,False,100,0,0,0,"<0, 0>",False,False,False
MonsterTotemPuiTotemMapBoss,100,False,100,0,0,0,"<34, 0>",False,False,False
MonsterTotemPuiTotemMinion,100,False,100,0,0,0,"<0, 0>",False,False,False
MonsterTotemPuiTotemMapBossMinion,100,False,100,0,0,0,"<23, 0>",False,False,False
MonsterTotemPuiTotemMapBossMinionMinion,100,False,100,0,0,0,"<8, 0>",False,False,False
MonsterTotemKaoms,100,False,100,0,0,0,"<0, 0>",False,False,False
MonsterTotemBossKuduku,100,False,100,0,0,0,"<0, 0>",False,False,False
TotemMapBossCold,100,False,50,0,50,0,"<34, 0>",False,False,False
TotemMapBossLightning,100,False,50,0,50,0,"<34, 0>",False,False,False
TotemMapBossColdPlateau,100,False,50,0,50,0,"<34, 0>",False,False,False
TotemMapBossLightningPlateau,100,False,50,0,50,0,"<34, 0>",False,False,False
BreachTotemCold,100,False,50,0,50,0,"<8, 0>",False,False,False
BreachBossTotemCold,100,False,50,0,50,0,"<8, 0>",False,False,False
GuardianArenaReefColdTotem,100,False,50,0,50,0,"<8, 0>",False,False,False
MonsterTotemBossInvasion,100,False,100,0,0,0,"<0, 0>",False,False,False
MonsterTotemBossStrMission,100,False,100,0,0,0,"<0, 0>",False,False,False
MonsterTotemBossSideArea,100,False,100,0,0,0,"<0, 0>",False,False,False
MonsterTotemBossDescent2,100,False,100,0,0,0,"<0, 0>",False,False,False
MonsterTotemBossEndlessLedge,100,False,100,0,0,0,"<0, 0>",False,False,False
MonsterTotemMapBoss,100,False,100,0,0,0,"<34, 0>",False,False,False
MonsterTotemMapBossLegends,100,False,100,0,0,0,"<34, 0>",False,False,False
MonsterTotemMapMidBossLegends,100,False,100,0,0,0,"<34, 0>",False,False,False
MonsterTotemMapSubBossLegends,100,False,80,0,0,0,"<34, 0>",False,False,False
MonsterTotemStrMission,100,False,100,0,0,0,"<0, 0>",False,False,False
MonsterTotemBloodlinesGhostTotem,100,False,100,0,0,0,"<0, 0>",False,False,False
MonsterTotemBeacon,100,False,100,0,0,0,"<0, 0>",False,False,False
MonsterTotemAbyss,100,False,100,0,0,0,"<34, 0>",False,False,False
MonsterTotemAbyssDelve,100,False,100,0,0,0,"<34, 0>",True,False,False
MonsterTotemAbyssLich,100,False,100,0,0,0,"<34, 0>",False,False,False
MonsterTotemAbyssFragile,100,False,100,0,0,0,"<34, 0>",False,False,False
MonsterTotemShockAndHorror,100,False,100,0,0,0,"<39, 0>",False,False,False
MonsterTotemRitualBleed,100,False,100,0,0,0,"<39, 0>",True,False,False
MonsterTotemRitualBleedUber,100,False,100,0,0,0,"<39, 0>",True,False,False
MonsterTotemRitualFortify,100,False,100,0,0,0,"<39, 0>",True,False,False
UltimatumTotem,100,False,100,0,0,0,"<39, 0>",True,False,False
Effigy,100,False,100,0,0,0,"<0, 0>",False,False,False
EssenceTotem,100,False,100,0,0,0,"<8, 0>",False,False,False
Pope,100,False,30,20,50,24,"<38, 0>",False,False,False
PopeMapBoss,100,False,30,20,50,24,"<34, 0>",False,False,False
DominusDemon,100,False,80,20,0,30,"<38, 0>",False,False,False
DominusDemonMapBoss,100,False,80,20,0,30,"<34, 0>",False,False,False
InsectMinion,100,False,0,0,0,20,"<0, 0>",False,False,True
InsectWild2,100,False,0,0,0,20,"<0, 0>",False,False,True
InsectWildBurrow,100,False,0,0,0,20,"<0, 0>",False,False,True
InsectMinionDescent,100,False,0,0,0,20,"<0, 0>",False,False,True
InsectWildChampion,100,False,0,0,0,20,"<0, 0>",False,False,True
InsectSpawner,100,False,0,0,0,20,"<0, 0>",False,False,False
Ryslatha,100,False,0,0,0,20,"<38, 0>",False,False,False
RyslathaMap,100,False,0,0,0,20,"<34, 0>",False,False,False
InsectSpawnerDexMissionBoss,100,False,0,0,0,20,"<37, 0>",False,False,False
InsectSpawnerBossInvasion,100,False,0,0,0,20,"<37, 0>",False,False,False
InsectSpawnerBossSideArea,100,False,0,0,0,20,"<37, 0>",False,False,False
InsectWild,100,False,0,0,0,20,"<0, 0>",False,False,False
ProphecyInsectSpawner,100,False,0,0,0,20,"<0, 0>",False,False,False
ProphecyInsectMinion,100,False,0,0,0,20,"<0, 0>",False,False,True
InsectTest,100,False,0,0,0,0,"<0, 0>",False,False,False
InsectTestLoot,100,False,0,0,0,0,"<0, 0>",False,False,False
Necromancer,100,False,0,0,100,20,"<20, 0>",False,False,True
NecromancerBoss,100,False,0,0,100,20,"<27, 0>",False,False,True
Necromancer2,100,False,0,0,100,20,"<20, 0>",False,False,True
NecromancerWhite,100,False,0,0,100,20,"<20, 0>",False,False,True
NecromancerKadavrus,100,False,0,0,100,20,"<20, 0>",False,False,True
NecromancerSawbones,100,False,0,0,100,20,"<20, 0>",False,False,True
NecromancerBossDescent,100,False,0,0,100,20,"<0, 0>",False,False,True
NecromancerMapBoss,100,False,0,0,100,20,"<34, 0>",False,False,True
NecromancerMapBossActon,100,False,0,0,100,20,"<34, 0>",False,False,True
NecromancerMapBossTrial,100,False,0,0,100,20,"<34, 0>",False,False,True
NecromancerBossInvasion,100,False,0,0,100,20,"<37, 0>",False,False,True
NecromancerBossStrMission,100,False,0,0,100,20,"<0, 0>",False,False,True
NecromancerRaisedSkeleton,100,False,0,0,0,20,"<8, 0>",False,False,False
NecromancerRaisedZombie,100,False,50,0,0,20,"<8, 0>",False,False,False
NecromancerRaisedZombieProject,100,False,50,0,0,20,"<2, 0>",False,False,False
ZombieCauldronZerg,100,False,50,0,0,20,"<8, 0>",False,False,False
NecromancerRaisedZombieMapBoss,100,False,50,0,0,20,"<34, 0>",False,False,False
NecromancerRaisedZombieSewerBoss,100,False,50,0,0,20,"<23, 0>",False,False,False
NecromancerRaisedZombiePack,100,False,50,0,0,20,"<8, 0>",False,False,False
Statue,100,False,50,0,0,20,"<0, 0>",False,False,False
AvariusStatue,100,False,50,0,0,20,"<0, 0>",False,False,False
TemplarLegionStatue,100,False,50,0,0,20,"<0, 0>",False,False,False
StatueMapBoss,100,False,50,0,0,20,"<34, 0>",False,False,False
StatueMapBossVastiri,100,False,50,0,0,20,"<34, 0>",False,False,False
TormentStatue,100,False,50,0,0,20,"<0, 0>",False,False,False
StatueMerveil,100,False,50,0,0,20,"<0, 0>",False,False,False
StatueBrittle,100,False,50,0,0,20,"<0, 0>",False,False,False
StatueBow,100,False,20,10,0,20,"<0, 0>",False,False,False
StatueBowBrittle,100,False,20,10,0,20,"<0, 0>",False,False,False
StatueLarge,100,False,100,0,0,20,"<0, 0>",False,False,False
StatueLargeGuardian,100,False,100,0,0,20,"<47, 0>",False,False,False
StatueBoss,100,False,100,0,0,20,"<0, 0>",False,False,False
StatueBossMarketplace,100,False,100,0,0,20,"<0, 0>",False,False,False
StatueBossDescent,100,False,100,0,0,20,"<0, 0>",False,False,False
StatueLion,100,False,50,50,0,10,"<0, 0>",False,False,False
StatueLionSolaris,100,False,50,50,0,10,"<1, 0>",False,False,False
IzaroGargoyle,100,False,100,0,0,20,"<0, 0>",False,False,False
IzaroGargoylePhase2,100,False,100,0,0,20,"<0, 0>",False,False,False
Gargoyle,100,False,100,0,0,20,"<2, 0>",False,False,False
MossMonsterStanding,100,False,50,0,0,20,"<0, 0>",False,False,True
RubbleGolem,100,False,50,0,0,20,"<0, 0>",False,False,True
MossMonsterMapBoss,100,False,50,0,0,20,"<34, 0>",False,False,True
MossMonsterBossInvasion,100,False,50,0,0,20,"<37, 0>",False,False,True
FireMonster,100,False,50,0,0,20,"<1, 0>",False,False,True
MossMonsterMapBossFire,100,False,50,0,0,20,"<34, 0>",False,False,True
MossMonsterMapBossCold,100,False,50,0,0,20,"<34, 0>",False,False,True
MossMonsterMapBossChaos,100,False,50,0,0,20,"<34, 0>",False,False,True
FireMonsterBoss,100,False,50,0,0,20,"<25, 0>",False,False,True
FireMonsterBossInvasion,100,False,50,0,0,20,"<37, 0>",False,False,True
FireMonsterBossDescent2,100,False,50,0,0,20,"<37, 0>",False,False,True
FireMonsterMapBoss,100,False,50,0,0,20,"<34, 0>",False,False,True
FireMonsterBossEndlessLedge,100,False,50,0,0,20,"<0, 0>",False,False,True
UndeadRhoa,100,False,20,0,0,20,"<2, 0>",False,False,False
UndeadRhoaDelve,100,False,20,0,0,20,"<2, 0>",False,False,False
UndeadRhoaDelveSmall,100,False,20,0,0,20,"<2, 0>",False,False,False
UndeadRhoaDelveLarge,100,False,20,0,0,20,"<19, 0>",False,False,False
UndeadRhoaMap,100,False,20,0,0,20,"<2, 0>",False,False,False
IntMissionUndeadRhoa,100,False,20,0,0,20,"<23, 0>",False,False,False
UndeadRhoaWeak,100,False,20,0,0,20,"<2, 0>",False,False,False
UndeadRhoaBoss,100,False,20,0,0,20,"<2, 0>",False,False,False
UndeadRhoaBossInvasion,100,False,20,0,0,20,"<2, 0>",False,False,False
UndeadRhoaMapBoss,100,False,20,0,0,20,"<34, 0>",False,False,False
UndeadRhoaTalisman,100,False,20,0,0,20,"<2, 0>",False,False,False
BoneRhoaTalisman,100,False,20,0,0,20,"<2, 0>",False,False,False
ZombieRhoa,100,False,20,0,0,20,"<2, 0>",False,False,False
Frog,100,False,0,20,0,20,"<3, 0>",False,False,False
FrogRyslathaMinion,100,False,0,20,0,20,"<3, 0>",False,False,False
FrogUntaintedBoss,100,False,0,20,0,20,"<34, 0>",False,False,False
FrogTalisman,100,False,0,20,0,20,"<3, 0>",False,False,False
FrogBossInvasion,100,False,0,20,0,20,"<37, 0>",False,False,False
FrogBossDexMission,100,False,0,20,0,20,"<27, 0>",False,False,False
FrogBossSewers,100,False,0,20,0,20,"<27, 0>",False,False,False
SilverFrog,100,False,50,50,0,20,"<38, 0>",False,False,False
SilverFrogMap,100,False,50,50,0,20,"<34, 0>",False,False,False
SilverFrogImage,100,False,50,50,0,20,"<38, 0>",False,False,False
SilverFrogImageMap,100,False,50,50,0,20,"<34, 0>",False,False,False
SilverOrb,100,False,0,0,0,20,"<0, 0>",False,False,False
SilverOrbMap,100,False,0,0,0,20,"<0, 0>",False,False,False
Iguana,100,False,0,20,50,20,"<22, 0>",False,False,False
IguanaFire,100,False,0,20,50,20,"<5, 0>",False,False,False
IguanaChrometouched,100,False,0,20,50,20,"<22, 0>",False,False,False
IguanaChrome,100,False,0,20,50,20,"<22, 0>",False,False,False
IguanaUntaintedBoss,100,False,0,20,50,20,"<34, 0>",False,False,False
IguanaTalisman,100,False,0,20,50,20,"<22, 0>",False,False,False
IguanaBoss,100,False,0,20,50,20,"<29, 0>",False,False,False
IguanaBossInvasion,100,False,0,20,50,20,"<37, 0>",False,False,False
IguanaBossDexMission,100,False,0,20,50,20,"<37, 0>",False,False,False
IguanaMapBoss,100,False,0,20,50,20,"<34, 0>",False,False,False
IguanaPhoenixBoss,100,False,0,20,50,20,"<38, 0>",False,False,False
IguanaPhoenixBossMap,100,False,0,20,50,20,"<34, 0>",False,False,False
GemFrog,100,False,0,50,0,20,"<6, 0>",False,False,True
GemFrogChrometouched,100,False,0,50,0,20,"<6, 0>",False,False,True
GemFrogChrome,100,False,0,50,0,20,"<6, 0>",False,False,True
GemFrogMaps,100,False,0,50,0,20,"<6, 0>",False,False,True
GemFrogBossInvasion,100,False,0,50,0,20,"<37, 0>",False,False,True
GemFrogBossDexMission,100,False,0,50,0,20,"<37, 0>",False,False,True
PietyBoss,100,False,0,0,100,20,"<38, 0>",False,False,False
PietyBossMap,100,False,0,0,100,20,"<34, 0>",False,False,False
PietyEscape,100,False,0,0,100,20,"<38, 0>",False,False,False
PietyEscapeMapBoss,100,False,0,0,100,20,"<34, 0>",False,False,False
PietyFormChangePortal,100,False,0,0,0,0,"<0, 0>",False,False,False
PietyFireBoss,100,False,0,0,100,20,"<38, 0>",False,False,False
PietyBeastBoss,100,False,0,0,100,20,"<38, 0>",False,False,False
PietyBeastBossMalachaiConverted,100,False,0,0,100,20,"<38, 0>",False,False,False
PietyBeastMapBoss,100,False,0,0,100,20,"<34, 0>",False,False,False
ExileRanger1,100,False,0,100,0,20,"<36, 0>",False,False,False
ExileRanger1MapBoss,100,False,0,100,0,20,"<34, 0>",False,False,False
ExileRanger2,100,False,20,80,0,20,"<36, 0>",False,False,False
ExileRanger2MapBoss,100,False,20,80,0,20,"<34, 0>",False,False,False
ExileRanger3,100,False,0,100,0,20,"<36, 0>",False,False,False
ExileRanger4,100,False,0,100,0,20,"<36, 0>",False,False,False
ExileRanger5,100,False,0,100,0,20,"<36, 0>",False,False,False
ExileRanger5Clone,100,False,0,100,0,20,"<36, 0>",False,False,False
ExileDuelist1,100,False,60,40,0,20,"<36, 0>",False,False,False
ExileDuelist1MapBoss,100,False,60,40,0,20,"<34, 0>",False,False,False
ExileDuelist2,100,False,50,50,0,20,"<36, 0>",False,False,False
ExileDuelist3,100,False,50,50,0,20,"<36, 0>",False,False,False
ExileDuelist4,100,False,50,50,0,20,"<36, 0>",False,False,False
ExileDuelist5,100,False,50,50,0,20,"<36, 0>",False,False,False
ExileDuelist5Clone,100,False,50,50,0,20,"<36, 0>",False,False,False
ExileDuelist6,100,False,50,50,0,20,"<36, 0>",False,False,False
ExileWitch1,100,False,0,0,100,20,"<36, 0>",False,False,False
ExileWitch2,100,False,10,0,100,20,"<36, 0>",False,False,False
ExileWitch2MapBoss,100,False,10,0,100,20,"<34, 0>",False,False,False
ExileWitch3,100,False,0,0,100,20,"<36, 0>",False,False,False
ExileWitch4,100,False,0,0,100,20,"<36, 0>",False,False,False
ExileWitch5,100,False,0,0,100,20,"<36, 0>",False,False,False
ExileWitch6,100,False,0,0,100,20,"<36, 0>",False,False,False
ExileWitch7,100,False,0,0,100,20,"<36, 0>",False,False,False
ExileMarauder1,100,False,80,20,0,20,"<36, 0>",False,False,False
ExileMarauder2,100,False,100,0,0,20,"<36, 0>",False,False,False
ExileMarauder2MapBoss,100,False,100,0,0,20,"<34, 0>",False,False,False
ExileMarauder3,100,False,100,0,0,20,"<36, 0>",False,False,False
ExileMarauder4,100,False,100,0,0,20,"<36, 0>",False,False,False
ExileMarauder5,100,False,100,0,0,20,"<36, 0>",False,False,False
ExileMarauder6,100,False,100,0,0,20,"<36, 0>",False,False,False
ExileMarauder6MapBoss,100,False,100,0,0,20,"<34, 0>",False,False,False
ExileMarauder7,100,False,100,0,0,20,"<36, 0>",False,False,False
ExileMarauder8,100,False,100,0,0,20,"<36, 0>",False,False,False
ExileTemplar1,100,False,50,20,30,20,"<36, 0>",False,False,False
ExileTemplar1MapBoss,100,False,50,20,30,20,"<34, 0>",False,False,False
ExileTemplar2,100,False,60,0,40,20,"<36, 0>",False,False,False
ExileTemplar3,100,False,50,0,50,20,"<36, 0>",False,False,False
ExileTemplar4,100,False,50,0,50,20,"<36, 0>",False,False,False
ExileTemplar5,100,False,50,0,50,20,"<36, 0>",False,False,False
ExileTemplar6,100,False,50,0,50,20,"<36, 0>",False,False,False
ExileShadow1,100,False,0,60,40,20,"<36, 0>",False,False,False
ExileShadow1MapBoss,100,False,0,60,40,20,"<34, 0>",False,False,False
ExileShadow2,100,False,0,40,60,20,"<36, 0>",False,False,False
ExileShadow3,100,False,0,40,60,20,"<36, 0>",False,False,False
ExileShadow4,100,False,0,40,60,20,"<36, 0>",False,False,False
ExileShadow4MapBoss,100,False,0,40,60,20,"<34, 0>",False,False,False
ExileShadow5,100,False,0,40,60,20,"<36, 0>",False,False,False
ExileShadow6,100,False,0,40,60,20,"<36, 0>",False,False,False
ExileScion1,100,False,33,33,34,20,"<36, 0>",False,False,False
ExileScion2,100,False,33,33,34,20,"<36, 0>",False,False,False
ExileScion2MapBoss,100,False,33,33,34,20,"<34, 0>",False,False,False
ExileScion3,100,False,33,33,34,20,"<36, 0>",False,False,False
ExileScion4,100,False,33,33,34,20,"<36, 0>",False,False,False
ExileDuelistDelve1,100,False,60,40,0,20,"<36, 0>",False,False,False
ExileWitchDelve1,100,False,0,0,100,20,"<36, 0>",False,False,False
ExileMarauderDelve1,100,False,80,20,0,20,"<36, 0>",False,False,False
ExileRangerDelve1,100,False,0,100,0,20,"<36, 0>",False,False,False
ExileShadowDelve1,100,False,0,60,40,20,"<36, 0>",False,False,False
ExileTemplarDelve1,100,False,50,20,30,20,"<36, 0>",False,False,False
ScionProphecy,100,False,33,33,34,20,"<23, 0>",False,False,False
WitchProphecy,100,False,0,0,100,20,"<23, 0>",False,False,False
RangerProphecy,100,False,0,100,0,20,"<23, 0>",False,False,False
TemplarProphecy,100,False,50,0,50,20,"<23, 0>",False,False,False
UniqueMapExileScion,100,False,33,33,34,20,"<34, 0>",False,False,False
UniqueMapExileTwin,100,False,33,33,34,20,"<34, 0>",False,False,False
UniqueMapExileTwinBow,100,False,33,33,34,20,"<34, 0>",False,False,False
WolfKingTalisman,100,False,50,50,0,20,"<38, 0>",False,False,False
WolfKingTalismanMapBoss,100,False,50,50,0,20,"<34, 0>",False,False,False
WolfKingTalismanWolfForm,100,False,50,50,0,20,"<0, 0>",False,False,False
WolfKingTalismanWolfFormMapBoss,100,False,50,50,0,20,"<0, 0>",False,False,False
WbLightningGrunt,100,False,50,0,50,20,"<3, 0>",False,False,False
WbLightningSupport,100,False,0,0,100,20,"<3, 0>",False,False,False
WbLightningElite,100,False,33,33,33,20,"<20, 0>",False,False,False
WbLightningLeader,100,False,33,33,33,20,"<34, 0>",False,False,False
WbColdLeaderClone1,100,False,33,33,34,20,"<34, 0>",False,False,False
WbFireGrunt,100,False,100,0,0,20,"<1, 0>",False,False,False
WbFireGruntPhysical,100,False,100,0,0,20,"<1, 0>",False,False,False
WbFireSupport,100,False,50,0,50,20,"<1, 0>",False,False,False
WbFireElite,100,False,33,33,33,20,"<18, 0>",False,False,False
WbFireEliteGroundSlammer,100,False,33,33,33,20,"<18, 0>",False,False,False
WbFireLeader,100,False,33,33,33,20,"<34, 0>",False,False,False
WbFireLeader1,100,False,33,33,33,20,"<34, 0>",False,False,False
WbColdGrunt,100,False,0,100,0,20,"<2, 0>",False,False,False
WbColdLynx,100,False,0,100,0,20,"<2, 0>",False,False,False
WbColdSupport,100,False,0,50,50,20,"<2, 0>",False,False,False
WbColdElite,100,False,33,33,33,20,"<19, 0>",False,False,False
WbColdLeader,100,False,33,33,33,20,"<34, 0>",False,False,False
WbChaosLeader,100,False,33,33,33,20,"<34, 0>",False,False,False
WbChaosLeader1,100,False,33,33,33,20,"<34, 0>",False,False,False
WbChaosLeader2,100,False,33,33,33,20,"<34, 0>",False,False,False
WbChaosSkeleton,100,False,33,33,33,20,"<34, 0>",False,False,False
WbChaosLeader4,100,False,33,33,33,20,"<34, 0>",False,False,False
WbChaosLeader4Minion,100,False,33,33,33,20,"<34, 0>",False,False,False
WbChaosLeader5,100,False,33,33,33,20,"<34, 0>",False,False,False
WbChaosLeader6,100,False,33,33,33,20,"<34, 0>",False,False,False
WbChaosLeader7,100,False,33,33,33,20,"<34, 0>",False,False,False
WbChaosLeader8,100,False,33,33,33,20,"<34, 0>",False,False,False
DarkExileScion1,100,False,33,33,34,20,"<34, 0>",False,False,False
DarkExileTemplar1,100,False,50,0,50,20,"<34, 0>",False,False,False
DarkExileShadow1,100,False,0,50,50,20,"<34, 0>",False,False,False
DarkExileMarauder1,100,False,100,0,0,20,"<34, 0>",False,False,False
DarkExileRanger1,100,False,0,100,0,20,"<34, 0>",False,False,False
DarkExileWitch1,100,False,0,0,100,20,"<34, 0>",False,False,False
DarkExileDuelist1,100,False,50,50,0,20,"<34, 0>",False,False,False
PerandusMapBoss1,100,False,33,33,33,20,"<34, 0>",False,False,False
PerandusMapBoss2,100,False,33,33,33,20,"<34, 0>",False,False,False
PerandusMapBoss3,100,False,33,33,33,20,"<34, 0>",False,False,False
PerandusMapBoss4,100,False,33,33,33,20,"<34, 0>",False,False,False
PerandusMapBoss5,100,False,33,33,33,20,"<34, 0>",False,False,False
PerandusMapBoss6,100,False,33,33,33,20,"<34, 0>",False,False,False
PerandusMapBoss7,100,False,33,33,33,20,"<34, 0>",False,False,False
VinktarSquareBoss1,100,False,0,0,0,20,"<34, 0>",False,False,False
VinktarSquareBoss2,100,False,0,0,0,20,"<34, 0>",False,False,False
VinktarSquareBoss3,100,False,0,0,0,20,"<34, 0>",False,False,False
VinktarSquareBoss4,100,False,0,0,0,20,"<34, 0>",False,False,False
VinktarSquareBoss1Revived,100,False,0,0,0,20,"<34, 0>",False,False,False
VinktarSquareBoss2Revived,100,False,0,0,0,20,"<34, 0>",False,False,False
VinktarSquareBoss3Revived,100,False,0,0,0,20,"<34, 0>",False,False,False
VinktarSquareBoss4Revived,100,False,0,0,0,20,"<34, 0>",False,False,False
Kiweth,100,False,0,20,50,20,"<2, 0>",False,False,False
KiwethTalisman,100,False,0,20,50,20,"<2, 0>",False,False,False
KiwethBossStrIntMission,100,False,0,20,50,20,"<26, 0>",False,False,False
KiwethBossTalisman,100,False,0,20,50,20,"<33, 0>",False,False,False
KiwethBossMinion,100,False,0,20,50,20,"<2, 0>",False,False,False
KiwethBossInvasion,100,False,0,20,50,20,"<37, 0>",False,False,False
KiwethBossSideArea,100,False,0,20,50,20,"<37, 0>",False,False,False
KiwethCoves,100,False,0,20,30,20,"<2, 0>",False,False,False
KiwethLocustCallersCold,100,False,0,20,50,20,"<23, 0>",False,False,False
KiwethLocustCallersFire,100,False,0,20,50,20,"<23, 0>",False,False,False
KiwethLocustCallersLightning,100,False,0,20,50,20,"<23, 0>",False,False,False
LocustSwarm,100,False,0,0,0,0,"<0, 0>",False,False,False
LocustSwarmHarmless,100,False,0,0,0,0,"<0, 0>",False,False,False
CannibalMale,100,False,0,15,0,20,"<0, 0>",False,False,False
CannibalFemale,100,False,0,15,0,20,"<0, 0>",False,False,False
Cannibal2,100,False,0,15,0,20,"<7, 0>",False,False,False
Cannibal2Cold,100,False,0,15,0,20,"<7, 0>",False,False,False
Cannibal2Lightning,100,False,0,15,0,20,"<12, 0>",False,False,False
Cannibal2Champion,100,False,0,15,0,20,"<7, 0>",False,False,False
CannibalProphecyMale,100,False,0,15,0,20,"<4, 0>",False,False,False
CannibalProphecyFemale,100,False,0,15,0,20,"<4, 0>",False,False,False
