Name,ModSellPriceTypesKeys
EnchantmentBattlemagesCryBuffEffect,"[<4, 0>]"
EnchantmentBattlemagesCryAdditionalExert,"[<4, 0>]"
EnchantmentBearTrapCooldownSpeed,"[<4, 0>]"
EnchantmentBearTrapDamageTaken,"[<4, 0>]"
EnchantmentBladefallCriticalStrikeChance,"[<4, 0>]"
EnchantmentBladefallRadius,"[<4, 0>]"
EnchantmentBladefallAdditionalVolley,"[<4, 0>]"
EnchantmentBladeTrapRadius,"[<4, 0>]"
EnchantmentBladeTrapAdditionalRotation,"[<4, 0>]"
EnchantmentBladeVortexDuration,"[<4, 0>]"
EnchantmentBladeVortexRadius,"[<4, 0>]"
EnchantmentBladeVortexCritMultiPerBlade,"[<4, 0>]"
EnchantmentBlastRainRadius,"[<4, 0>]"
EnchantmentBlazingSalvoNumberOfAdditionalProjectiles,"[<4, 0>]"
EnchantmentBlazingSalvoProjectileSpreadArea,"[<4, 0>]"
EnchantmentBlightRadius,"[<4, 0>]"
EnchantmentBlightSecondarySkillDuration,"[<4, 0>]"
EnchantmentBlastRainAdditionalBlast,"[<4, 0>]"
EnchantmentBlastRainAdditionalProjectile,"[<4, 0>]"
EnchantmentBlinkArrowAttackSpeed,"[<4, 0>]"
EnchantmentBlinkArrowCooldownSpeed,"[<4, 0>]"
EnchantmentBloodRageAttackSpeed,"[<4, 0>]"
EnchantmentBloodRageFrenzyOnKill,"[<4, 0>]"
EnchantmentBloodreapRadius,"[<4, 0>]"
EnchantmentBloodreapMaxBloodCharge,"[<4, 0>]"
EnchantmentBoneOfferingDuration,"[<4, 0>]"
EnchantmentBoneOfferingBlockChance,"[<4, 0>]"
EnchantmentBurningArrowIgniteChance,"[<4, 0>]"
EnchantmentBurningArrowPhysicalDamagePercentToAddAsFireDamage,"[<4, 0>]"
EnchantmentCausticArrowDuration,"[<4, 0>]"
EnchantmentCausticArrowRadius,"[<4, 0>]"
EnchantmentCausticArrowWitherOnHit,"[<4, 0>]"
EnchantmentChaosGolemGrantedBuffEffect,"[<4, 0>]"
EnchantmentChaosGolemElementalResistances,"[<4, 0>]"
EnchantmentChargedAttackMaxCharges1,"[<4, 0>]"
EnchantmentChargedAttackRadius,"[<4, 0>]"
EnchantmentChargedAttackMaxStage,"[<4, 0>]"
EnchantmentChargedDashRadiusFinalExplosion,"[<4, 0>]"
EnchantmentChargedDashMovementSpeed,"[<4, 0>]"
EnchantmentClarityManaReservation,"[<4, 0>]"
EnchantmentClarityManaReservationEfficiency,"[<4, 0>]"
EnchantmentCleaveAttackSpeed,"[<4, 0>]"
EnchantmentCleaveRadius,"[<4, 0>]"
EnchantmentColdSnapCooldownSpeed,"[<4, 0>]"
EnchantmentColdSnapRadius,"[<4, 0>]"
EnchantmentConductivityCurseEffect,"[<4, 0>]"
EnchantmentConductivityDuration,"[<4, 0>]"
EnchantmentConsecratedPathRange,"[<4, 0>]"
EnchantmentContagionDuration,"[<4, 0>]"
EnchantmentContagionRadius,"[<4, 0>]"
EnchantmentConsecratedPathRadius,"[<4, 0>]"
EnchantmentCorruptingFeverDuration,"[<4, 0>]"
EnchantmentCorruptingFeverAdditionalStack,"[<4, 0>]"
EnchantmentConversionTrapCooldownSpeed,"[<4, 0>]"
EnchantmentConvocationCooldownSpeed,"[<4, 0>]"
EnchantmentConvocationLifeRegeneration,"[<4, 0>]"
EnchantmentCracklingLanceBaseCastSpeed,"[<4, 0>]"
EnchantmentCracklingLanceSecondaryBeamAngle,"[<4, 0>]"
EnchantmentCycloneAttackSpeed,"[<4, 0>]"
EnchantmentDarkPactCastSpeed,"[<4, 0>]"
EnchantmentDarkPactRadius,"[<4, 0>]"
EnchantmentDecoyTotemLife,"[<4, 0>]"
EnchantmentDecoyTotemRadius,"[<4, 0>]"
EnchantmentDesecrateCooldownSpeed,"[<4, 0>]"
EnchantmentDesecrateDuration,"[<4, 0>]"
EnchantmentDesecrateAdditionalCorpse,"[<4, 0>]"
EnchantmentDespairDuration,"[<4, 0>]"
EnchantmentDespairEffect,"[<4, 0>]"
EnchantmentDeterminationManaReservation,"[<4, 0>]"
EnchantmentDeterminationManaReservationEfficiency,"[<4, 0>]"
EnchantmentDetonateDeadPercentChanceToDetonateAdditionalCorpse,"[<4, 0>]"
EnchantmentDetonateDeadRadius,"[<4, 0>]"
EnchantmentDestructiveLinkDuration,"[<4, 0>]"
EnchantmentDevouringTotemPercentChanceToConsumeAdditionalCorpse,"[<4, 0>]"
EnchantmentDevouringTotemLeechPerSecond,"[<4, 0>]"
EnchantmentDisciplineManaReservation,"[<4, 0>]"
EnchantmentDisciplineManaReservationEfficiency,"[<4, 0>]"
EnchantmentDivineIreBeamWidth,"[<4, 0>]"
EnchantmentDivineIreNumberOfAdditionalNearbyEnemiesToZap,"[<4, 0>]"
EnchantmentDominatingBlowDuration,"[<4, 0>]"
EnchantmentDominatingBlowMinionDamage,"[<4, 0>]"
EnchantmentDominatingBlowAttackDamage,"[<4, 0>]"
EnchantmentDominatingBlowAdditionalMagic,"[<4, 0>]"
EnchantmentDominatingBlowAdditionalRare,"[<4, 0>]"
EnchantmentDoubleSlashCriticalStrikes,"[<4, 0>]"
EnchantmentDoubleSlashRadius,"[<4, 0>]"
EnchantmentDoubleSlashAddedPhysToBleeding,"[<4, 0>]"
EnchantmentDoubleStrikeAttackSpeed,"[<4, 0>]"
EnchantmentDoubleStrikeCriticalStrikeChance,"[<4, 0>]"
EnchantmentDoubleStrikeDoubleDamageVsBleeding,"[<4, 0>]"
EnchantmentDreadBannerEffect,"[<4, 0>]"
EnchantmentDualStrikeAttackSpeed,"[<4, 0>]"
EnchantmentDualStrikeCriticalStrikeChance,"[<4, 0>]"
EnchantmentEarthquakeDuration,"[<4, 0>]"
EnchantmentEarthquakeRadius,"[<4, 0>]"
EnchantmentEarthquakeDamagePerDuration,"[<4, 0>]"
EnchantmentElementalHitAttackSpeed,"[<4, 0>]"
EnchantmentElementalHitChanceToFreezeShockIgnite,"[<4, 0>]"
EnchantmentElementalWeaknessCurseEffect,"[<4, 0>]"
EnchantmentElementalWeaknessDuration,"[<4, 0>]"
EnchantmentEnduringCryCooldownSpeed,"[<4, 0>]"
EnchantmentEnduringCryAdditionalCharge,"[<4, 0>]"
EnchantmentEnergyBladeLocalAttackSpeed,"[<4, 0>]"
EnchantmentEnergyBladeLocalLightningPenetration,"[<4, 0>]"
EnchantmentEnduringCryLifeRegeneration,"[<4, 0>]"
EnchantmentEnfeebleCurseEffect,"[<4, 0>]"
EnchantmentEnfeebleDuration,"[<4, 0>]"
EnchantmentEtherealKnivesProjectileSpeed,"[<4, 0>]"
EnchantmentEtherealKnivesNumberOfTargetsToPierce,"[<4, 0>]"
EnchantmentExplosiveArrowRadius,"[<4, 0>]"
EnchantmentExplosiveArrowAttackSpeed,"[<4, 0>]"
EnchantmentExplosiveConcoctionRadius,"[<4, 0>]"
EnchantmentExplosiveConcoctionCharges,"[<4, 0>]"
EnchantmentExsanguinateDuration,"[<4, 0>]"
EnchantmentExsanguinateChainChance,"[<4, 0>]"
EnchantmentEyeOfWinterProjectileSpeed,"[<4, 0>]"
EnchantmentEyeOfWinterShardFrequency,"[<4, 0>]"
EnchantmentFireballCastSpeed,"[<4, 0>]"
EnchantmentFireballIgniteChance,"[<4, 0>]"
EnchantmentFireBeamCastSpeed,"[<4, 0>]"
EnchantmentFireNovaMineCastSpeed,"[<4, 0>]"
EnchantmentFireNovaMineNumOfAdditionalRepeats,"[<4, 0>]"
EnchantmentFirestormDuration,"[<4, 0>]"
EnchantmentFirestormExplosionAreaOfEffect,"[<4, 0>]"
EnchantmentFireTrapBurningDamage,"[<4, 0>]"
EnchantmentFireTrapCooldownSpeed,"[<4, 0>]"
EnchantmentFireTrapBurningGroundDuration,"[<4, 0>]"
EnchantmentFlameblastCriticalStrikeChance,"[<4, 0>]"
EnchantmentFlameblastRadius,"[<4, 0>]"
EnchantmentFlameDashCooldownSpeed,"[<4, 0>]"
EnchantmentFlameGolemElementalResistances,"[<4, 0>]"
EnchantmentFlameGolemGrantedBuffEffect,"[<4, 0>]"
EnchantmentFlameSurgeCriticalStrikeChance,"[<4, 0>]"
EnchantmentFlameSurgeVsBurningEnemies,"[<4, 0>]"
EnchantmentFlamethrowerTrapCastSpeed,"[<4, 0>]"
EnchantmentFlamethrowerTrapTrapThrowingSpeed,"[<4, 0>]"
EnchantmentFlamethrowerTrapCooldownSpeed,"[<4, 0>]"
EnchantmentFlamethrowerTrapDuration,"[<4, 0>]"
EnchantmentFlamethrowerAdditionalFlamethrowers,"[<4, 0>]"
EnchantmentFlameTotemNumOfAdditionalProjectiles,"[<4, 0>]"
EnchantmentFlameTotemProjectileSpeed,"[<4, 0>]"
EnchantmentFlameTotemConsecratedGroundEnemyDamageTaken,"[<4, 0>]"
EnchantmentFlameWallAddedFireDamage,"[<4, 0>]"
EnchantmentFlameWallNumberAllowed,"[<4, 0>]"
EnchantmentFlammabilityCurseEffect,"[<4, 0>]"
EnchantmentFlammabilityDuration,"[<4, 0>]"
EnchantmentFleshOfferingDuration,"[<4, 0>]"
EnchantmentFleshOfferingAttackSpeed,"[<4, 0>]"
EnchantmentSpiritOfferingDuration,"[<4, 0>]"
EnchantmentSpiritOfferingPhysicalAddedAsChaos,"[<4, 0>]"
EnchantmentFlameLinkDuration,"[<4, 0>]"
EnchantmentFlickerStrikeCooldownSpeed,"[<4, 0>]"
EnchantmentFlickerStrikeDamagePerFrenzyCharge,"[<4, 0>]"
EnchantmentForbiddenRiteProjectileSpeed,"[<4, 0>]"
EnchantmentForbiddenRiteAdditionalProjectile,"[<4, 0>]"
EnchantmentFreezeMineRadius,"[<4, 0>]"
EnchantmentFreezeMineColdPenetration,"[<4, 0>]"
EnchantmentFreezingPulseCastSpeed,"[<4, 0>]"
EnchantmentFreezingPulseProjectileSpeed,"[<4, 0>]"
EnchantmentFrenzyPercentChanceToGainAdditionalFrenzyCharge,"[<4, 0>]"
EnchantmentFrenzyDamagePerFrenzyCharge,"[<4, 0>]"
EnchantmentFrostbiteCurseEffect,"[<4, 0>]"
EnchantmentFrostbiteDuration,"[<4, 0>]"
EnchantmentFrostBombCooldownSpeed,"[<4, 0>]"
EnchantmentFrostBombRadius,"[<4, 0>]"
EnchantmentFrostBombIncreasedDuration,"[<4, 0>]"
EnchantmentFrostShieldBaseAddedCooldownCountCopy,"[<4, 0>]"
EnchantmentFrostShieldHealthPerStageCopy,"[<4, 0>]"
EnchantmentFrostWallCooldownSpeed,"[<4, 0>]"
EnchantmentFrostWallDuration,"[<4, 0>]"
EnchantmentGeneralsCryCooldownSpeed,"[<4, 0>]"
EnchantmentGeneralsCryAdditionalWarrior,"[<4, 0>]"
EnchantmentGlacialCascadePhysicalDamagePercentToConvertToCold,"[<4, 0>]"
EnchantmentGlacialCascadeRadius,"[<4, 0>]"
EnchantmentGlacialCascadePhysicalDamageToAddAsCold,"[<4, 0>]"
EnchantmentGlacialHammerFreezeChance,"[<4, 0>]"
EnchantmentGlacialHammerPhysicalDamagePercentToAddAsColdDamage,"[<4, 0>]"
EnchantmentGolemGrantsAttackAndCastSpeed,"[<4, 0>]"
EnchantmentGraceManaReservation,"[<4, 0>]"
EnchantmentGraceManaReservationEfficiency,"[<4, 0>]"
EnchantmentGroundSlamRadius,"[<4, 0>]"
EnchantmentGroundSlamAngle,"[<4, 0>]"
EnchantmentHasteManaReservation,"[<4, 0>]"
EnchantmentHasteManaReservationEfficiency,"[<4, 0>]"
EnchantmentHatredManaReservation,"[<4, 0>]"
EnchantmentHatredManaReservationEfficiency,"[<4, 0>]"
EnchantmentHeavyStrikeAttackSpeed,"[<4, 0>]"
EnchantmentHeavyStrikeDoubleDamage,"[<4, 0>]"
EnchantmentHeraldOfAgonyManaReservation,"[<4, 0>]"
EnchantmentHeraldOfAgonyManaReservationEfficiency,"[<4, 0>]"
EnchantmentHeraldOfAgonyNumOfSecondaryProjectiles,"[<4, 0>]"
EnchantmentHeraldOfAshManaReservation,"[<4, 0>]"
EnchantmentHeraldOfAshManaReservationEfficiency,"[<4, 0>]"
EnchantmentHeraldOfIceManaReservation,"[<4, 0>]"
EnchantmentHeraldOfIceManaReservationEfficiency,"[<4, 0>]"
EnchantmentHeraldOfPurityManaReservation,"[<4, 0>]"
EnchantmentHeraldOfPurityManaReservationEfficiency,"[<4, 0>]"
EnchantmentHeraldOfPurityAdditionalMinion,"[<4, 0>]"
EnchantmentHeraldOfThunderManaReservation,"[<4, 0>]"
EnchantmentHeraldOfThunderManaReservationEfficiency,"[<4, 0>]"
EnchantmentHexblastRadius,"[<4, 0>]"
EnchantmentHexblastChanceToNotConsume,"[<4, 0>]"
EnchantmentHolyRelicRadius,"[<4, 0>]"
EnchantmentHolyRelicBuffEffect,"[<4, 0>]"
EnchantmentIceCrashPhysicalDamagePercentToAddAsColdDamage,"[<4, 0>]"
EnchantmentIceCrashRadius,"[<4, 0>]"
EnchantmentIceGolemElementalResistances,"[<4, 0>]"
EnchantmentIceGolemGrantedBuffEffect,"[<4, 0>]"
EnchantmentIceNovaFreezeChance,"[<4, 0>]"
EnchantmentIceNovaRadius,"[<4, 0>]"
EnchantmentIceNovaMinimumChill,"[<4, 0>]"
EnchantmentIceShotDuration,"[<4, 0>]"
EnchantmentIceShotRadius,"[<4, 0>]"
EnchantmentIceShotConeAngle,"[<4, 0>]"
EnchantmentIceSiphonTrapDuration,"[<4, 0>]"
EnchantmentIceSiphonTrapDamageTaken,"[<4, 0>]"
EnchantmentIceSiphonTrapChillEffect,"[<4, 0>]"
EnchantmentIceSpearPercentChanceToGainPowerChargeOnCriticalStrike,"[<4, 0>]"
EnchantmentIceSpearSecondFormCriticalStrikeChance,"[<4, 0>]"
EnchantmentIceSpearAdditionalProjectile,"[<4, 0>]"
EnchantmentIceSpearDistanceBeforeFormChange,"[<4, 0>]"
EnchantmentIceTrapCooldownSpeed,"[<4, 0>]"
EnchantmentIceTrapRadius,"[<4, 0>]"
EnchantmentIceTrapColdPenetration,"[<4, 0>]"
EnchantmentImmortalCallPercentChanceToNotConsumeEnduranceCharges,"[<4, 0>]"
EnchantmentImmortalCallDuration,"[<4, 0>]"
EnchantmentIncinerateDamagePerStage,"[<4, 0>]"
EnchantmentIncinerateProjectileSpeed,"[<4, 0>]"
EnchantmentIncinerateAreaOfEffect,"[<4, 0>]"
EnchantmentIncinerateMaximumStages,"[<4, 0>]"
EnchantmentIncinerateDamagePerStage2,"[<4, 0>]"
EnchantmentInfernalBlowPhysicalDamagePercentToAddAsFireDamage,"[<4, 0>]"
EnchantmentInfernalBlowRadius,"[<4, 0>]"
EnchantmentInfernalBlowIncreasedDamagePerStack,"[<4, 0>]"
EnchantmentInfernalCryCooldownSpeed,"[<4, 0>]"
EnchantmentInfernalCryCombustAreaOfEffect,"[<4, 0>]"
EnchantmentIntimidatingCryCooldownSpeed,"[<4, 0>]"
EnchantmentIntimidatingCryAreaOfEffect,"[<4, 0>]"
EnchantmentIntuitiveLinkDuration,"[<4, 0>]"
EnchantmentKineticBlastRadius,"[<4, 0>]"
EnchantmentKineticBlastExplosions,"[<4, 0>]"
EnchantmentLancingSteelPrimaryProjPierceNum,"[<4, 0>]"
EnchantmentLancingSteelImpaleChance,"[<4, 0>]"
EnchantmentLancingSteelChanceToNotConsumeShards,"[<4, 0>]"
EnchantmentLancingSteelNumberOfAdditionalProjectiles,"[<4, 0>]"
EnchantmentLeapSlamAttackSpeed,"[<4, 0>]"
EnchantmentLeapSlamRadius,"[<4, 0>]"
EnchantmentLightningArrowRadius,"[<4, 0>]"
EnchantmentLightningArrowExtraTargets,"[<4, 0>]"
EnchantmentLightningGolemGrantedBuffEffect,"[<4, 0>]"
EnchantmentLightningGolemElementalResistances,"[<4, 0>]"
EnchantmentLightningStrikeNumOfAdditionalProjectiles,"[<4, 0>]"
EnchantmentLightningStrikeAdditionalPierce,"[<4, 0>]"
EnchantmentLightningStrikeAdditionalPierceOld,"[<4, 0>]"
EnchantmentLightningTendrilsRadius,"[<4, 0>]"
EnchantmentLightningTendrilsCriticalStrikeChance,"[<4, 0>]"
EnchantmentLightningTowerTrapCastSpeed,"[<4, 0>]"
EnchantmentLightningTowerTrapTrapThrowingSpeed,"[<4, 0>]"
EnchantmentLightningTowerTrapDuration,"[<4, 0>]"
EnchantmentLightningTowerTrapCooldownSpeed,"[<4, 0>]"
EnchantmentLightningTowerTrapAdditionalBeams,"[<4, 0>]"
EnchantmentLightningTrapAdditionalPierceOld,"[<4, 0>]"
EnchantmentLightningTrapAdditionalPierce,"[<4, 0>]"
EnchantmentLightningTrapPenetration,"[<4, 0>]"
EnchantmentLightningTrapShockEffect,"[<4, 0>]"
EnchantmentLightningWarpCastSpeed,"[<4, 0>]"
EnchantmentLightningWarpDuration,"[<4, 0>]"
EnchantmentMagmaOrbNumOfAdditionalProjectilesInChain,"[<4, 0>]"
EnchantmentMagmaOrbRadius,"[<4, 0>]"
EnchantmentMalevolenceManaReservation,"[<4, 0>]"
EnchantmentMalevolenceManaReservationEfficiency,"[<4, 0>]"
EnchantmentManabondRadius,"[<4, 0>]"
EnchantmentManabondPenetrationLowMana,"[<4, 0>]"
EnchantmentMirrorArrowAttackSpeed,"[<4, 0>]"
EnchantmentMirrorArrowCooldownSpeed,"[<4, 0>]"
EnchantmentMoltenStrikeNumOfAdditionalProjectiles,"[<4, 0>]"
EnchantmentMoltenStrikeRadius,"[<4, 0>]"
EnchantmentPhaseRunPercentChanceToNotConsumeFrenzyCharges,"[<4, 0>]"
EnchantmentPhaseRunDuration,"[<4, 0>]"
EnchantmentPhysicalCascadeTrapDuration,"[<4, 0>]"
EnchantmentPhysicalCascadeCooldownSpeed,"[<4, 0>]"
EnchantmentPhysicalCascadeAdditionalCascades,"[<4, 0>]"
EnchantmentPetrifiedBloodReservation,"[<4, 0>]"
EnchantmentPetrifiedBloodReservationEfficiency,"[<4, 0>]"
EnchantmentPoachersMarkCurseEffect,"[<4, 0>]"
EnchantmentPoachersMarkDuration,"[<4, 0>]"
EnchantmentPoisonousConcoctionRadius,"[<4, 0>]"
EnchantmentPoisonousConcoctionCharges,"[<4, 0>]"
EnchantmentPowerSiphonPercentChanceToGainPowerChargeOnKill,"[<4, 0>]"
EnchantmentPowerSiphonAttackSpeed,"[<4, 0>]"
EnchantmentPowerSiphonAdditionalProjectiles,"[<4, 0>]"
EnchantmentPrideManaReservation,"[<4, 0>]"
EnchantmentPrideManaReservationEfficiency,"[<4, 0>]"
EnchantmentPrecisionManaReservation,"[<4, 0>]"
EnchantmentPrecisionManaReservationEfficiency,"[<4, 0>]"
EnchantmentProjectileWeaknessCurseEffect,"[<4, 0>]"
EnchantmentProjectileWeaknessDuration,"[<4, 0>]"
EnchantmentProtectiveLinkDuration,"[<4, 0>]"
EnchantmentPunctureDuration,"[<4, 0>]"
EnchantmentPunctureMaimOnHitPercentChance,"[<4, 0>]"
EnchantmentPunishmentCurseEffect,"[<4, 0>]"
EnchantmentPunishmentDuration,"[<4, 0>]"
EnchantmentPurifyingFlameAreaOfEffectWhenTargetingConsecratedGround,"[<4, 0>]"
EnchantmentPurifyingFlameConsecratedGroundEnemyDamageTaken,"[<4, 0>]"
EnchantmentPurityOfElementsManaReservation,"[<4, 0>]"
EnchantmentPurityOfElementsManaReservationEfficiency,"[<4, 0>]"
EnchantmentPurityOfFireManaReservation,"[<4, 0>]"
EnchantmentPurityOfFireManaReservationEfficiency,"[<4, 0>]"
EnchantmentPurityOfIceManaReservation,"[<4, 0>]"
EnchantmentPurityOfIceManaReservationEfficiency,"[<4, 0>]"
EnchantmentPurityOfLightningManaReservation,"[<4, 0>]"
EnchantmentPurityOfLightningManaReservationEfficiency,"[<4, 0>]"
EnchantmentRainOfArrowsAttackSpeed,"[<4, 0>]"
EnchantmentRainOfArrowsRadius,"[<4, 0>]"
EnchantmentRainOfArrowsAdditionalSequenceChance,"[<4, 0>]"
EnchantmentRallyingCryDuration,"[<4, 0>]"
EnchantmentRallyingCryAdditionalExert,"[<4, 0>]"
EnchantmentReaveAttackSpeedPerReaveStack,"[<4, 0>]"
EnchantmentReaveRadius,"[<4, 0>]"
EnchantmentReckoningCooldownSpeed,"[<4, 0>]"
EnchantmentRejuvinationTotemPercentLifeRegenerationAddedAsManaRegeneration,"[<4, 0>]"
EnchantmentRejuvinationTotemLifeRegeneration,"[<4, 0>]"
EnchantmentRighteousFireRadius,"[<4, 0>]"
EnchantmentRighteousFireSpellDamage,"[<4, 0>]"
EnchantmentRiposteCooldownSpeed,"[<4, 0>]"
EnchantmentScourgeArrowChanceToPoison,"[<4, 0>]"
EnchantmentScourgeArrowAdditionalSpore,"[<4, 0>]"
EnchantmentSearingBondTotemPlacementSpeed,"[<4, 0>]"
EnchantmentSearingBondTotemElementalResistances,"[<4, 0>]"
EnchantmentSeismicCryExertedDamage,"[<4, 0>]"
EnchantmentSeismicCryMinimumPower,"[<4, 0>]"
EnchantmentShatteringSteelChanceToNotConsumeAmmo,"[<4, 0>]"
EnchantmentShieldChargeAttackSpeed,"[<4, 0>]"
EnchantmentShieldChargeDamagePerTargetHit,"[<4, 0>]"
EnchantmentShockNovaLargerRingDamage,"[<4, 0>]"
EnchantmentShockNovaRadius,"[<4, 0>]"
EnchantmentSigilOfPowerManaUpgrade,"[<4, 0>]"
EnchantmentSigilOfPowerCriticalStrikeChance,"[<4, 0>]"
EnchantmentSmiteAdditionalTargetChance,"[<4, 0>]"
EnchantmentSmiteAuraEffect,"[<4, 0>]"
EnchantmentSpectralHelixProjectileSpeed,"[<4, 0>]"
EnchantmentSpectralHelixExtraRotation,"[<4, 0>]"
EnchantmentSoulrendAppliesHinderMovementSpeed,"[<4, 0>]"
EnchantmentSoulrendNumberOfAdditionalProjectiles,"[<4, 0>]"
EnchantmentSplittingSteelBaseSkillAreaOfEffect,"[<4, 0>]"
EnchantmentSplittingSteelChanceToNotConsumeAmmo,"[<4, 0>]"
StormBrandAdditionalChainChance,"[<4, 0>]"
StormBrandAttachedTargetLightningPenetration,"[<4, 0>]"
EnchantmentStormBurstAdditionalObjectChance,"[<4, 0>]"
EnchantmentStormBurstAvoidInterruptionWhileCasting,"[<4, 0>]"
EnchantmentStormBurstRadius,"[<4, 0>]"
EnchantmentStormBurstAdditionalProjectile,"[<4, 0>]"
EnchantmentSunderAttackSpeed,"[<4, 0>]"
EnchantmentSunderRadius,"[<4, 0>]"
EnchantmentSunderWaveSpeed,"[<4, 0>]"
EnchantmentShatteringSteelAdditionalProjectile,"[<4, 0>]"
EnchantmentShatteringSteelFortifyOnHitCloseRange,"[<4, 0>]"
EnchantmentShockwaveTotemCastSpeed,"[<4, 0>]"
EnchantmentShockwaveTotemRadius,"[<4, 0>]"
EnchantmentShrapnelTrapRadius,"[<4, 0>]"
EnchantmentShrapnelTrapSecondaryExplosions,"[<4, 0>]"
EnchantmentShrapnelShotPhysicalDamagePercentToAddAsLightningDamage,"[<4, 0>]"
EnchantmentShrapnelShotRadius,"[<4, 0>]"
EnchantmentGalvanicArrowProjectileSpeed,"[<4, 0>]"
EnchantmentSiegeBallistaAttackSpeed,"[<4, 0>]"
EnchantmentSiegeBallistaTotemPlacementSpeed,"[<4, 0>]"
EnchantmentSiphonDuration,"[<4, 0>]"
EnchantmentSmokeMineDuration,"[<4, 0>]"
EnchantmentSmokeMineMovementSpeed,"[<4, 0>]"
EnchantmentSoulLinkDuration,"[<4, 0>]"
EnchantmentSparkNumOfAdditionalProjectiles,"[<4, 0>]"
EnchantmentSparkProjectileSpeed,"[<4, 0>]"
EnchantmentSpectralShieldThrowProjectileSpeed,"[<4, 0>]"
EnchantmentSpectralShieldThrowNumOfAdditionalProjectiles,"[<4, 0>]"
EnchantmentSpectralThrowProjectileDeceleration,"[<4, 0>]"
EnchantmentSpectralThrowProjectileSpeed,"[<4, 0>]"
EnchantmentSpectreAttackAndCastSpeed,"[<4, 0>]"
EnchantmentSpectreElementalResistances,"[<4, 0>]"
EnchantmentSplitArrowCriticalStrikeChance,"[<4, 0>]"
EnchantmentSplitArrowNumOfAdditionalProjectiles,"[<4, 0>]"
EnchantmentStaticStrikeDuration,"[<4, 0>]"
EnchantmentStaticStrikeRadius,"[<4, 0>]"
EnchantmentStaticStrikeMaximumBeamTargets,"[<4, 0>]"
EnchantmentStoneGolemElementalResistances,"[<4, 0>]"
EnchantmentStoneGolemGrantedBuffEffect,"[<4, 0>]"
EnchantmentStormCallDuration,"[<4, 0>]"
EnchantmentStormCallRadius,"[<4, 0>]"
EnchantmentStormCloudCriticalStrikeChance,"[<4, 0>]"
EnchantmentStormCloudRadius,"[<4, 0>]"
EnchantmentSummonSkeletonsNumAdditionalWarriorSkeletons,"[<4, 0>]"
EnchantmentSummonSkeletonsNumAdditionalWarriorSkeletonsUpdated,"[<4, 0>]"
EnchantmentSweepKnockbackChance,"[<4, 0>]"
EnchantmentSweepEnduranceChargeOnHit,"[<4, 0>]"
EnchantmentSweepRadius,"[<4, 0>]"
EnchantmentTectonicSlamAreaOfEffect,"[<4, 0>]"
EnchantmentTectonicSlamOLDChanceToChargedSlamPer2,"[<4, 0>]"
EnchantmentTectonicSlamChanceToChargedSlam,"[<4, 0>]"
EnchantmentTectonicSlamSideCrackChance,"[<4, 0>]"
EnchantmentTectonicSlamSideCrackChancePer2,"[<4, 0>]"
EnchantmentTempestShieldNumOfAdditionalProjectilesInChain,"[<4, 0>]"
EnchantmentTemporalChainsCurseEffect,"[<4, 0>]"
EnchantmentTemporalChainsDuration,"[<4, 0>]"
EnchantmentTemporalRiftBaseCooldownSpeed,"[<4, 0>]"
EnchantmentTornadoRadius,"[<4, 0>]"
EnchantmentTornadoMovementSpeed,"[<4, 0>]"
EnchantmentTornadoShotCriticalStrikeChance,"[<4, 0>]"
EnchantmentTornadoShotNumOfSecondaryProjectiles,"[<4, 0>]"
EnchantmentToxicRainPhysicalAddedAsChaos,"[<4, 0>]"
EnchantmentToxicRainNumOfAdditionalProjectiles,"[<4, 0>]"
EnchantmentVampiricLinkDuration,"[<4, 0>]"
EnchantmentVengeanceCooldownSpeed,"[<4, 0>]"
EnchantmentVigilantStrikeFortifyDuration,"[<4, 0>]"
EnchantmentViperStrikeCriticalStrikeChance,"[<4, 0>]"
EnchantmentViperStrikePoisonDuration,"[<4, 0>]"
EnchantmentVitalityManaReservation,"[<4, 0>]"
EnchantmentVitalityManaReservationEfficiency,"[<4, 0>]"
EnchantmentVoidSphereBaseCooldownSpeed,"[<4, 0>]"
EnchantmentVoidSphereDamageTaken,"[<4, 0>]"
EnchantmentVoidSpherePulseFrequency,"[<4, 0>]"
EnchantmentVoltaxicBurstRadius,"[<4, 0>]"
EnchantmentVoltaxicBurstDamagePerDuration,"[<4, 0>]"
EnchantmentVulnerabilityCurseEffect,"[<4, 0>]"
EnchantmentVulnerabilityDuration,"[<4, 0>]"
EnchantmentWarBannerEffect,"[<4, 0>]"
EnchantmentWarlordsMarkCurseEffect,"[<4, 0>]"
EnchantmentWarlordsMarkDuration,"[<4, 0>]"
EnchantmentWaveOfConvictionAdditionalEnemyResistance,"[<4, 0>]"
EnchantmentWaveOfConvictionDuration,"[<4, 0>]"
EnchantmentWhirlingBladesAttackSpeed,"[<4, 0>]"
EnchantmentWildStrikeNumOfAdditionalProjectilesInChain,"[<4, 0>]"
EnchantmentWildStrikeRadius,"[<4, 0>]"
EnchantmentFrostFuryAdditionalMaxNumberOfStages,"[<4, 0>]"
EnchantmentFrostFuryAreaOfEffectPerStage,"[<4, 0>]"
EnchantmentWitherDuration,"[<4, 0>]"
EnchantmentWitherRadius,"[<4, 0>]"
EnchantmentWrathManaReservation,"[<4, 0>]"
EnchantmentWrathManaReservationEfficiency,"[<4, 0>]"
