Id,IsSupport,AllowedActiveSkillTypes,BaseEffectiveness,IncrementalEffectiveness,SupportGemLetter,Unknown0,AddedActiveSkillTypes,ExcludedActiveSkillTypes,SupportsGemsOnly,Unknown1,Unknown2,Unknown3,Unknown4,CastTime,ActiveSkillsKey,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,GrantedEffectsKey
KudukuSpark,False,[],0.8625f,0.0333f,,3,[],[],False,0,[],False,2,650,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
KudukuSparkInvasion,False,[],0.8625f,0.0333f,,3,[],[],False,0,[],False,2,650,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
KudukuSparkExtraProj,False,[],0.8625f,0.0333f,,3,[],[],False,0,[],False,2,850,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterSparkBossStrMission,False,[],0.8625f,0.0333f,,3,[],[],False,0,[],False,2,650,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
TalismanSpark,False,[],0.8625f,0.0333f,,3,[],[],False,0,[],False,2,650,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
ExileSpark,False,[],0.7875f,0.0334f,,3,[],[],False,0,[],False,2,650,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
DarkExileSpark,False,[],1.125f,0.0334f,,3,[],[],False,0,[],False,2,650,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
Spark,False,[],3.8628f,0.027f,,3,[],[],False,1443605519,[],False,2,650,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
BookSpark,False,[],0.65f,0.0314f,,3,[],[],False,0,[],False,2,650,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
BookSparkInvasion,False,[],0.68f,0.0324f,,3,[],[],False,0,[],False,2,650,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
BookSparkTormentLibrarian,False,[],1.3f,0.0314f,,3,[],[],False,0,[],False,2,650,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
BookSparkNovaTormentLibrarian,False,[],1.3f,0.0314f,,3,[],[],False,0,[],False,2,650,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
BookSparkMapBoss,False,[],1.3f,0.0314f,,3,[],[],False,0,[],False,2,650,"<69, 0>",False,False,[],"<null, null>","<27, 0>",False,[],<null>
BookSparkOnDamageTaken,False,[],0.7f,0.0314f,,3,[],[],False,0,[],False,2,650,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
CageSpiderSandSpark,False,[],0.65f,0.0314f,,3,[],[],False,0,[],False,2,650,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
UnholyTrioTempSpark,False,[],1.875f,0.0314f,,3,[],[],False,0,[],False,2,1800,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
BetrayalCatarinaStaffSpark,False,[],2f,0.035f,,4,[],[],False,0,[],False,2,1000,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
LegionMarakethGeneralSpark,False,[],0.8375f,0.0261f,,3,[],[],False,0,[],False,2,650,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
BlightCageSkeletonTriggeredSpark,False,[],1.1f,0.032f,,3,[],[],False,0,[],False,2,1000,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
HarvestHellionDeathSpark,False,[],3f,0.03f,,4,[],[],False,0,[],False,2,1000,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
RootSpiderSpit,False,[],0f,0f,,4,[],[],False,0,[],False,2,1500,"<71, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
RootSpiderSpitInvasion,False,[],0f,0f,,4,[],[],False,0,[],False,2,1500,"<71, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
RootSpiderMapBossSpit,False,[],0f,0f,,4,[],[],False,0,[],False,2,1500,"<71, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
RootSpiderSideAreaSpit,False,[],0f,0f,,4,[],[],False,0,[],False,2,1500,"<71, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SupportStun,True,"[6, 0]",0f,0f,t,1,[],[],False,1878151040,[],False,2,1000,"<null, null>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SupportStunRoyale,True,"[6, 0]",0f,0f,t,1,[],[],False,2851008916,[],False,2,1000,"<null, null>",False,False,[],"<null, null>","<null, null>",False,[],<null>
IceSpear,False,[],2.6527f,0.027f,,3,[],[],False,1639339503,[],False,2,700,"<72, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
IceSpearRoyale,False,[],4.503f,0.027f,,3,[],[],False,709838098,[],False,2,600,"<72, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SynthesisIceSpear,False,[],1.2f,0.037f,,3,[],[],False,0,[],False,2,2500,"<72, 0>",False,False,[],"<24, 0>","<null, null>",False,[],<null>
AtlasEyrieIceSpear,False,[],1.5f,0.037f,,3,[],[],False,0,[],False,2,2500,"<72, 0>",False,False,[],"<25, 0>","<null, null>",False,[],<null>
SynthesisFinalBossIceSpear,False,[],1.5f,0.045f,,3,[],[],False,0,[],False,2,1830,"<72, 0>",False,False,[],"<24, 0>","<null, null>",False,[],<null>
LegionKaruiArcherIceSpear,False,[],1.25f,0.04f,,3,[],[],False,0,[],False,2,3330,"<72, 0>",False,False,[],"<24, 0>","<null, null>",False,[],<null>
MonsterMultiIceSpear,False,[],1.5909f,0.04f,,3,[],[],False,0,[],False,2,850,"<72, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterSplitIceSpear,False,[],1.5909f,0.04f,,3,[],[],False,0,[],False,2,850,"<72, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterLesserMultiIceSpear,False,[],1.5909f,0.04f,,3,[],[],False,0,[],False,2,850,"<72, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
ExileIceSpear,False,[],1.0909f,0.04f,,3,[],[],False,0,[],False,2,850,"<72, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
ProphecyTriggeredIceSpearNova,False,[],1.8182f,0.041f,,3,[],[],False,0,[],False,2,850,"<72, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
WestIceSpear,False,[],3.5f,0.034f,,3,[],[],False,0,[],False,2,850,"<72, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
ExileRangerIceSpear,False,[],3.6364f,0.025f,,3,[],[],False,0,[],False,2,850,"<72, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
VaalSkitterbotIceSpear,False,[],1.7789f,0.0476f,,3,[],[],False,0,[],False,2,830,"<72, 0>",False,False,[],"<20, 0>","<null, null>",False,[],<null>
LegionKaruiSergeantIceSpear,False,[],1f,0f,,3,[],[],False,0,[],False,2,3330,"<1194, 0>",False,False,[],"<24, 0>","<null, null>",False,[],<null>
SupportPierce,True,"[2, 0, 44]",0f,0f,p,2,[],[],False,3457811678,[],False,2,1000,"<null, null>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SupportTrap,True,[13],0f,0f,T,2,"[32, 0]","[49, 0, 11, 0, 35, 0, 74, 0]",False,1854569159,[],False,2,1000,"<null, null>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SupportTrapRoyale,True,[13],0f,0f,T,2,"[32, 0]","[49, 0, 11, 0, 35, 0, 74, 0]",False,3048352913,[],False,2,1000,"<null, null>",False,False,[],"<null, null>","<null, null>",False,[],<null>
RaiseSpectre,False,[],0f,0f,,3,[],[],False,345862360,[],False,2,850,"<73, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterRaiseSpectre,False,[],0f,0f,,3,[],[],False,0,[],False,2,850,"<73, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
TormentRaiseSpectre,False,[],0f,0f,,3,[],[],False,0,[],False,2,850,"<73, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
TormentRaiseMultipleSpectres,False,[],0f,0f,,3,[],[],False,0,[],False,2,850,"<73, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
PerandusRaiseMultipleSpectres,False,[],1f,0f,,3,[],[],False,0,[],False,2,850,"<73, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
StrMissionRaiseSpectre,False,[],0f,0f,,3,[],[],False,0,[],False,2,850,"<73, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
ExileInfernalBlow,False,[],0f,0f,,1,[],[],False,0,[],False,2,1000,"<74, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
WbInfernalBlow,False,[],0f,0f,,1,[],[],False,0,[],False,2,1000,"<74, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GlacialHammer,False,[],0.67f,0.0233f,,1,[],[],False,1469355294,[],False,2,1000,"<76, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GlacialHammerRoyale,False,[],0.67f,0.0233f,,1,[],[],False,140188398,[],False,2,1000,"<76, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
ExileGlacialHammer,False,[],0f,0f,,1,[],[],False,0,[],False,2,1000,"<76, 0>",False,False,[],"<47, 0>","<null, null>",False,[],<null>
CityStalkerGlacialHammer,False,[],0f,0f,,1,[],[],False,0,[],False,2,1000,"<76, 0>",False,False,[],"<47, 0>","<null, null>",False,[],<null>
GladiatorBossEliteGlacialHammer,False,[],0f,0f,,1,[],[],False,0,[],False,2,1000,"<76, 0>",False,False,[],"<47, 0>","<null, null>",False,[],<null>
WbGlacialHammer,False,[],0f,0f,,1,[],[],False,0,[],False,2,1000,"<76, 0>",False,False,[],"<47, 0>","<null, null>",False,[],<null>
SkeletonBossCrossroadsGlacialHammer,False,[],0f,0f,,1,[],[],False,0,[],False,2,1000,"<76, 0>",False,False,[],"<47, 0>","<null, null>",False,[],<null>
VaalGlacialHammer,False,[],0.67f,0.0233f,,1,[],[],False,2792310564,[],False,2,1000,"<77, 0>",False,False,[],"<47, 0>","<null, null>",False,[],<null>
ExileVaalGlacialHammer,False,[],0f,0f,,1,[],[],False,0,[],False,2,1000,"<77, 0>",False,False,[],"<47, 0>","<null, null>",False,[],<null>
WbVaalGlacialHammer,False,[],0f,0f,,1,[],[],False,0,[],False,2,1000,"<77, 0>",False,False,[],"<47, 0>","<null, null>",False,[],<null>
LionMapWolfColdBossVaalGlacialHammer,False,[],0f,0f,,1,[],[],False,0,[],False,2,1000,"<77, 0>",False,False,[],"<47, 0>","<null, null>",False,[],<null>
VaalGlacialHammerMetamorph,False,[],1f,0f,,1,[],[],False,0,[],False,2,1000,"<77, 0>",False,False,[],"<47, 0>","<null, null>",False,[],<null>
MonsterGlacialHammer,False,[],0f,0f,,1,[],[],False,0,[],False,2,1000,"<76, 0>",False,False,[],"<47, 0>","<null, null>",False,[],<null>
ChattersIceCrash,False,[],0f,0f,,1,[],[],False,0,[],False,2,1430,"<425, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
LieutenantBurningHammer,False,[],0f,0f,,1,[],[],False,0,[],False,2,1000,"<76, 0>",False,False,[],"<47, 0>","<null, null>",False,[],<null>
MonsterGlacialHammerInvasion,False,[],0f,0f,,1,[],[],False,0,[],False,2,1000,"<76, 0>",False,False,[],"<47, 0>","<null, null>",False,[],<null>
HailrakeGlacialHammer,False,[],0f,0f,,1,[],[],False,0,[],False,2,1000,"<76, 0>",False,False,[],"<47, 0>","<null, null>",False,[],<null>
FrostWall,False,[],2f,0.034f,,3,[],[],False,3113309896,[],False,2,500,"<78, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterFrostWallLegends,False,[],0.3636f,0.016f,,3,[],[],False,0,[],False,2,500,"<78, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterFrostWallInvasion,False,[],0.7273f,0.03f,,3,[],[],False,0,[],False,2,500,"<78, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
ExileFrostWall,False,[],0.3636f,0.016f,,3,[],[],False,0,[],False,2,500,"<79, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
WbFrostWall,False,[],0.3636f,0.016f,,3,[],[],False,0,[],False,2,500,"<78, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
ProphecyFrostWall,False,[],0.3636f,0.016f,,3,[],[],False,0,[],False,2,500,"<78, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
DarkSeawitchFrostwall,False,[],0.7273f,0.03f,,3,[],[],False,0,[],False,2,500,"<78, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
HailrakeFrostWall,False,[],0.3636f,0.016f,,3,[],[],False,0,[],False,2,500,"<78, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
FreezingPulse,False,[],2.8691f,0.0384f,,3,[],[],False,1676704035,[],False,2,650,"<80, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
FreezingPulseRoyale,False,[],1.97f,0.038f,,3,[],[],False,103313994,[],False,2,750,"<80, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterFreezingPulseWhirlwind,False,[],1.0455f,0.0333f,,3,[],[],False,0,[],False,2,650,"<80, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterFreezingPulseWhirlwindExpedition,False,[],1.5f,0.0333f,,3,[],[],False,0,[],False,2,650,"<80, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterFreezingPulseWhirlwindBlight,False,[],1.5f,0.0333f,,3,[],[],False,0,[],False,2,650,"<80, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
ProphecyFreezingPulseWhirlwindSpiral,False,[],1.0455f,0.0375f,,3,[],[],False,0,[],False,2,650,"<80, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
WestFreezingPulse,False,[],2f,0.0333f,,3,[],[],False,0,[],False,2,850,"<80, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
FreezingPulseTrapSideAreaBoss,False,[],1.5909f,0.04f,,3,[],[],False,0,[],False,2,650,"<80, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
WbFreezingPulseTrap,False,[],2.1818f,0.04f,,3,[],[],False,0,[],False,2,650,"<80, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
WbFreezingPulseMultiTrap,False,[],2.1818f,0.04f,,3,[],[],False,0,[],False,2,650,"<80, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterFreezingPulse,False,[],2.1818f,0.04f,,3,[],[],False,0,[],False,2,650,"<80, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterFreezingPulseSideArea,False,[],1.3636f,0.04f,,3,[],[],False,0,[],False,2,650,"<80, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
WbFreezingPulse,False,[],1.3636f,0.04f,,3,[],[],False,0,[],False,2,650,"<80, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MetamorphFreezingPulseNova,False,[],0.85f,0.04f,,3,[],[],False,0,[],False,2,1000,"<80, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
ProphecyOversoulFreezingPulse,False,[],2.1818f,0.04f,,3,[],[],False,0,[],False,2,650,"<662, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
ShockNova,False,[],1.7375f,0.0399f,,3,[],[],False,2933461847,[],False,2,700,"<431, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
ShockNovaRoyale,False,[],1.21f,0.04f,,3,[],[],False,478676904,[],False,2,800,"<431, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
TempestDaemonShockNova,False,[],3.75f,0.06f,,3,[],[],False,0,[],False,2,750,"<431, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterShockNova,False,[],1.2375f,0.0304f,,3,[],[],False,0,[],False,2,750,"<431, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterShockNovaSideArea,False,[],1.2375f,0.0304f,,3,[],[],False,0,[],False,2,750,"<81, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterShockNovaInvasion,False,[],1.2375f,0.0304f,,3,[],[],False,0,[],False,2,750,"<81, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
ProphecyTotemBossShockNova,False,[],1.2375f,0.0304f,,3,[],[],False,0,[],False,2,750,"<81, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterShockNovaTotem,False,[],0.8125f,0.0304f,,3,[],[],False,0,[],False,2,750,"<81, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterMiniShockNova,False,[],1.2375f,0.0304f,,3,[],[],False,0,[],False,2,750,"<81, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MapBossMiniShockNova,False,[],2.5f,0.0304f,,3,[],[],False,0,[],False,2,750,"<431, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterMiniShockNovaDescent,False,[],1.2375f,0.0304f,,3,[],[],False,0,[],False,2,750,"<81, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterMiniShockNovaInvasion,False,[],1.2375f,0.0304f,,3,[],[],False,0,[],False,2,750,"<81, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterMaxShockNova,False,[],1.2375f,0.0304f,,3,[],[],False,0,[],False,2,750,"<81, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MapBossMaxShockNova,False,[],2.5f,0.0304f,,3,[],[],False,0,[],False,2,750,"<431, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterMaxShockNovaInvasion,False,[],1.2375f,0.0304f,,3,[],[],False,0,[],False,2,750,"<81, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterMaxShockNovaDescent,False,[],1.2375f,0.0304f,,3,[],[],False,0,[],False,2,750,"<81, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
ShrineShockNova,False,[],1.5f,0.0304f,,3,[],[],False,0,[],False,2,750,"<81, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
ShrineShockNovaPlayer,False,[],1.5f,0.0304f,,3,[],[],False,0,[],False,2,750,"<81, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
EssenceDaemonShockNova,False,[],1.5f,0.0304f,,3,[],[],False,0,[],False,2,750,"<81, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
WestShockNovaDaemon,False,[],1.8f,0.0304f,,3,[],[],False,0,[],False,2,750,"<81, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
StrDexMissionShockNovaFire,False,[],2.2222f,0.04f,,3,[],[],False,0,[],False,2,750,"<81, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
StrMissionShockedGroundNovaDaemon,False,[],1.2f,0.04f,,3,[],[],False,0,[],False,2,750,"<81, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
KudukuShockNova,False,[],5f,0.04f,,3,[],[],False,0,[],False,2,2600,"<431, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
BlightTowerShockNova1,False,[],2.5f,0.06f,,3,[],[],False,0,[],False,2,1000,"<431, 0>",False,False,[],"<38, 0>","<null, null>",False,[],<null>
BlightTowerShockNova2,False,[],4f,0.06f,,3,[],[],False,0,[],False,2,1000,"<431, 0>",False,False,[],"<38, 0>","<null, null>",False,[],<null>
BlightTowerShockNova3,False,[],5.5f,0.06f,,3,[],[],False,0,[],False,2,1000,"<431, 0>",False,False,[],"<38, 0>","<null, null>",False,[],<null>
BlightTowerShockNova1_buff1,False,[],2.5f,0.06f,,3,[],[],False,0,[],False,2,1000,"<431, 0>",False,False,[],"<38, 0>","<null, null>",False,[],<null>
BlightTowerShockNova2_buff1,False,[],4f,0.06f,,3,[],[],False,0,[],False,2,1000,"<431, 0>",False,False,[],"<38, 0>","<null, null>",False,[],<null>
BlightTowerShockNova3_buff1,False,[],5.5f,0.06f,,3,[],[],False,0,[],False,2,1000,"<431, 0>",False,False,[],"<38, 0>","<null, null>",False,[],<null>
BlightTowerShockNova1_buff2,False,[],2.5f,0.06f,,3,[],[],False,0,[],False,2,1000,"<431, 0>",False,False,[],"<38, 0>","<null, null>",False,[],<null>
BlightTowerShockNova2_buff2,False,[],4f,0.06f,,3,[],[],False,0,[],False,2,1000,"<431, 0>",False,False,[],"<38, 0>","<null, null>",False,[],<null>
BlightTowerShockNova3_buff2,False,[],5.5f,0.06f,,3,[],[],False,0,[],False,2,1000,"<431, 0>",False,False,[],"<38, 0>","<null, null>",False,[],<null>
BlightTowerShockNova1_buff3,False,[],2.5f,0.06f,,3,[],[],False,0,[],False,2,1000,"<431, 0>",False,False,[],"<38, 0>","<null, null>",False,[],<null>
BlightTowerShockNova2_buff3,False,[],4f,0.06f,,3,[],[],False,0,[],False,2,1000,"<431, 0>",False,False,[],"<38, 0>","<null, null>",False,[],<null>
BlightTowerShockNova3_buff3,False,[],5.5f,0.06f,,3,[],[],False,0,[],False,2,1000,"<431, 0>",False,False,[],"<38, 0>","<null, null>",False,[],<null>
MetamorphLocationShockNova,False,[],1.2375f,0.0304f,,3,[],[],False,0,[],False,2,1500,"<431, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
ViperStrike,False,[],1.5f,0.0233f,,2,[],[],False,922555125,[],False,2,1000,"<82, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
ViperStrikeRoyale,False,[],1.5f,0.023f,,2,[],[],False,2667647459,[],False,2,1000,"<82, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
BanditLeaderViperStrikeMapBoss,False,[],1.48f,0.0448f,,2,[],[],False,0,[],False,2,1000,"<82, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
PhaseRun,False,[],0f,0f,,2,[],[],False,2453145810,[],False,2,500,"<83, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
PhaseRunKraityn,False,[],0f,0f,,2,[],[],False,0,[],False,2,500,"<83, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterPhaseRun,False,[],0f,0f,,2,[],[],False,0,[],False,2,500,"<83, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonkeyPhaseRun,False,[],0f,0f,,2,[],[],False,0,[],False,2,500,"<83, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
WbPhaseRun,False,[],0f,0f,,2,[],[],False,0,[],False,2,500,"<83, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
MonsterPhaseRunAtAnimationSpeed,False,[],0f,0f,,2,[],[],False,0,[],False,2,1000,"<83, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SupportMeleePhysicalDamage,True,[19],0f,0f,M,1,[],[],False,369135889,[],False,2,1000,"<null, null>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SupportItemQuantity,True,"[6, 0, 0, 0]",0f,0f,Q,1,[],[],False,1733367133,[],False,2,1000,"<null, null>",False,False,[],"<null, null>","<null, null>",False,[],<null>
UniqueItemQuantity,True,"[6, 0, 0, 0]",0f,0f,Q,1,[],[],False,537918745,[],False,2,1000,"<null, null>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SupportItemRarity,True,"[6, 0, 0, 0]",0f,0f,R,3,[],[],False,3334987531,[],False,2,1000,"<null, null>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SupportFasterCast,True,[1],0f,0f,f,3,[],"[63, 0]",False,3594564807,[],False,2,1000,"<null, null>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SupportFasterCastRoyale,True,[1],0f,0f,f,3,[],"[63, 0]",False,75010858,[],False,2,1000,"<null, null>",False,False,[],"<null, null>","<null, null>",False,[],<null>
ExplosiveArrow,False,[],1.4859f,0.0403f,,2,[],[],False,2659800569,[],False,2,1000,"<85, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
ExplosiveArrowRoyale,False,[],1.594f,0.04f,,2,[],[],False,2161237386,[],False,2,1000,"<85, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
BanditExplosiveArrow,False,[],1.8667f,0.038f,,4,[],[],False,0,[],False,2,1000,"<84, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
BanditExplosiveArrowAtAnimationSpeed,False,[],1.8667f,0.038f,,4,[],[],False,0,[],False,2,1000,"<84, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
BanditExplosiveArrowChampion,False,[],1.8667f,0.045f,,4,[],[],False,0,[],False,2,1000,"<84, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
ExplosiveArrowSideAreaBoss,False,[],1.8667f,0.038f,,4,[],[],False,0,[],False,2,1000,"<84, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
DarkExileExplosiveArrow,False,[],1.8667f,0.038f,,4,[],[],False,0,[],False,2,1000,"<84, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
HeistThugRangedExplosiveArrow,False,[],1.5f,0.038f,,4,[],[],False,0,[],False,2,1000,"<85, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
IncaBossExplosion,False,[],1f,0f,,4,[],[],False,0,[],False,2,2250,"<86, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
IncaBossExplosionAtziri,False,[],1f,0f,,4,[],[],False,0,[],False,2,2250,"<86, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
IncaBossExplosionMetamorph,False,[],1f,0f,,4,[],[],False,0,[],False,2,2250,"<985, 0>",False,False,[],"<115, 0>","<null, null>",False,[],<null>
IncaBossSummon,False,[],0.61f,0.038f,,4,[],[],False,0,[],False,2,4000,"<87, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
IncaBossSummonAtziri,False,[],0.61f,0.038f,,4,[],[],False,0,[],False,2,4000,"<87, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
IncaBossLaser,False,[],2.8125f,0.0504f,,4,[],[],False,0,[],False,2,1450,"<88, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
IncaBossLaserAtziri,False,[],2.8125f,0.0504f,,4,[],[],False,0,[],False,2,1450,"<88, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
IncaBossLaser2,False,[],2.8125f,0.0504f,,4,[],[],False,0,[],False,2,1450,"<88, 0>",False,False,[],"<114, 0>","<null, null>",False,[],<null>
IncaBossTravel,False,[],0.77f,0f,,4,[],[],False,0,[],False,2,1000,"<89, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
IncaBossTravelAtziri,False,[],0.77f,0f,,4,[],[],False,0,[],False,2,1000,"<89, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
IncaBossSpray,False,[],0.9f,0f,,4,[],[],False,0,[],False,2,3600,"<90, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
IncaBossSprayMaps,False,[],0.9f,0f,,4,[],[],False,0,[],False,2,3600,"<90, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
IncaBossColdSnapTriggered,False,[],2.726f,0.0454f,,4,[],[],False,0,[],False,2,1000,"<39, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
IncaBossRocks,False,[],1.46f,0.0456f,,4,[],[],False,0,[],False,2,4000,"<91, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
IncaBossRocksTriggered,False,[],2f,0.04f,,4,[],[],False,0,[],False,2,1000,"<124, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
TemporalChains,False,[],0f,0f,,2,[],[],False,3636926002,[],False,2,500,"<96, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SkeletonTemporalChains,False,[],0f,0f,,4,[],[],False,0,[],False,2,670,"<96, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
