Id,BuffDDSFile,EPKFiles1,EPKFiles2,MiscAnimatedKeys1,Flag0,BuffName,Key0,Key1,BuffDescription,EPKFile,HasExtraArt,ExtraArt,Unknown0,EPKFiles,Keys0,Keys1
lava_aura_ignited,Art/2DArt/BuffIcons/buffonfire.dds,"[Metadata/Effects/StatusAilments/Ignited.epk, Metadata/Effects/StatusAilments/Ignited.epk, Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk]",[Metadata/Effects/StatusAilments/NoEffect.epk],"[<3, 0>]",False,,"<null, null>","<null, null>",,Metadata/Effects/StatusAilments/Ignited_player.epk,False,,[],[],[],"<null, null>"
remove_covered_in_spiders,Art/2DArt/BuffIcons/buffonfire.dds,"[Metadata/Effects/StatusAilments/Ignited.epk, Metadata/Effects/StatusAilments/Ignited.epk, Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk]",[Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ArachnidTombFire/BurningSpidersFire.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
rhoomba_damage,Art/2DArt/BuffIcons/buffbleed.dds,[Metadata/Effects/Environment/labyrinth/traps/roomba/roomba.epk],[Metadata/Effects/StatusAilments/NoEffect.epk],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
flying_rhoomba_damage,Art/2DArt/BuffIcons/buffbleed.dds,[Metadata/Effects/Environment/labyrinth/traps/roomba/flying_roomba.epk],[Metadata/Effects/StatusAilments/NoEffect.epk],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
vinktars_vessel_no_epk,Art/2DArt/BuffIcons/VesselOfVinktarFlaskBuff.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
gloom_herald_of_ash,Art/2DArt/BuffIcons/HeraldofAsh.dds,[Metadata/Effects/Microtransactions/Spells/heralds/gloom/gloomfire.epk],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
ghost_flame_herald_of_ash,Art/2DArt/BuffIcons/HeraldofAsh.dds,[Metadata/Effects/Microtransactions/Spells/heralds/ghost_fire/fire_heraldghost_epk.epk],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
spinning_blades_damage,Art/2DArt/BuffIcons/buffbleed.dds,[Metadata/Effects/Environment/labyrinth/traps/spinner/spinnerblood.epk],[Metadata/Effects/StatusAilments/NoEffect.epk],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
nightwane_effects,,[Metadata/Effects/Spells/monsters_effects/act4/skeletonsoldier/Nightwane/nightwane.epk],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_fire_conversion_buff_1,Art/2DArt/BuffIcons/buffonfire.dds,[Metadata/Effects/Spells/ri_fire/bottom.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
vinktar_lightning_bond,Art/2DArt/BuffIcons/LightningSearingBond.dds,"[Metadata/Effects/StatusAilments/shocked.epk, Metadata/Effects/StatusAilments/shocked.epk, Metadata/Effects/StatusAilments/monsters/large_monsters/shocked.epk]",[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
singularity_aura,Art/2DArt/BuffIcons/CrippleDebuff.dds,"[Metadata/Effects/Microtransactions/Aura/Uniques/Gloomeye/monster_debuff/gloomeye_debuff.epk, Metadata/Effects/Microtransactions/Aura/Uniques/Gloomeye/monster_debuff/gloomeye_debuff.epk, Metadata/Effects/Microtransactions/Aura/Uniques/Gloomeye/monster_debuff/gloomeye_debuff_large.epk]",[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
grasping_ornaments_slow,Art/2DArt/BuffIcons/GraspingOrnaments.dds,[Metadata/Effects/Spells/monsters_effects/GraspingOrnaments/speed_debuff.epk],[Metadata/Effects/StatusAilments/NoEffect.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
grasping_tentacles_slow,Art/2DArt/BuffIcons/ParasiticSquidDebuff.dds,[Metadata/Effects/Spells/monsters_effects/GraspingOrnaments/speed_debuff.epk],[Metadata/Effects/StatusAilments/NoEffect.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
grant_es_to_nearby_allies,Art/2DArt/BuffIcons/Ascendancy/PrayerOfGlory.dds,[Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
grant_strength_bonus_to_nearby_allies,,[Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
augry_of_penitence,Art/2DArt/SkillIcons/passives/Inquistitor/ElementalDominationSmall.dds,"[Metadata/Effects/Spells/monsters_effects/aura/affected_aura/elementalist_aura/elementalist_epk.epk, Metadata/Effects/Spells/monsters_effects/aura/affected_aura/elementalist_aura/elementalist_epk.epk, Metadata/Effects/Spells/monsters_effects/aura/affected_aura/elementalist_aura/elementalist_large.epk]",[Metadata/Effects/StatusAilments/NoEffect.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
shield_defence_aura,,[Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk],[Metadata/Effects/StatusAilments/NoEffect.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
ascendancy_melee_physical_damage,,[Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
avoid_stun_staff_aura,,[Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_fire_buff,,[Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/fire.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_cold_buff,,[Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/ice.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_lightning_buff,,[Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/lightning.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_physical_buff,,[Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
talisman_totem_effects,,[Metadata/Effects/Spells/monsters_effects/talisman/tribal_totem/monster_glow.epk],[],"[<0, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
gladiator_damage_speed_stack,Art/2DArt/SkillIcons/passives/Gladiator/GLADViolentRetaliationSmall.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
maim,Art/2DArt/BuffIcons/MaimBuff.dds,"[Metadata/Effects/StatusAilments/maimed/maimed_epk.epk, Metadata/Effects/StatusAilments/maimed/maimed_epk.epk, Metadata/Effects/StatusAilments/maimed/large_maimed.epk]",[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
lightning_eyes_effects,,[Metadata/Effects/Spells/monsters_effects/act4/EyeSpawner/minion/lightning_eye_minion/lightning.epk],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
talisman_degen,Art/2DArt/BuffIcons/Bonespire.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],"[<71, 0>]","<null, null>"
blade_vortex_counter,Art/2DArt/SkillIcons/SpinningEtherealBlades.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
locust_swarm_fire,Art/2DArt/BuffIcons/LocustFire.dds,[],[Metadata/Effects/Spells/monsters_effects/talisman/locustswarm_aoe/fire/fire_aoe.epk],"[<0, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
locust_swarm_cold,Art/2DArt/BuffIcons/LocustIce.dds,[],[Metadata/Effects/Spells/monsters_effects/talisman/locustswarm_aoe/ice/ice_aoe.epk],"[<0, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
locust_swarm_lightning,Art/2DArt/BuffIcons/LocustLightning.dds,[],[Metadata/Effects/Spells/monsters_effects/talisman/locustswarm_aoe/lightning/lightning_aoe.epk],"[<0, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
petrified,Art/2DArt/BuffIcons/Petrified.dds,[Metadata/Effects/Spells/monsters_effects/act9/StoneEpk/StonePetrify.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
lieutenant_bull_thorns,Art/2DArt/BuffIcons/thorns.dds,[Metadata/Effects/Spells/monsters_effects/act4/Bull_Boss/ice_damage_reflect/ice_buff.epk],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_elemental_fire_buff,Art/2DArt/SkillIcons/aurafire.dds,[Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/fire.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_elemental_cold_buff,Art/2DArt/SkillIcons/auracold.dds,[Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/ice.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_elemental_lightning_buff,Art/2DArt/SkillIcons/auralightning.dds,[Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/lightning.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
pendulum_of_destruction,,[Metadata/Effects/Spells/ascendancy_classes/elementalist/pendulum_of_destruction/pendulum_of_destruction.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
occultist_nearby_enemies_chaos_resist_life_regen,Art/2DArt/BuffIcons/Ascendancy/VoidBeacon.dds,"[Metadata/Effects/Spells/monsters_effects/aura/ascendancy/chaos_vulnerability/chaos_vulnerability.epk, Metadata/Effects/Spells/monsters_effects/aura/ascendancy/chaos_vulnerability/chaos_vulnerability.epk, Metadata/Effects/Spells/monsters_effects/aura/ascendancy/chaos_vulnerability/chaos_vulnerability_large.epk]",[Metadata/Effects/StatusAilments/NoEffect.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
blight,Art/2DArt/SkillIcons/Blight.dds,"[Metadata/Effects/Spells/blight/debuff/blight_debuff.epk, Metadata/Effects/Spells/blight/debuff/blight_debuff.epk, Metadata/Effects/Spells/blight/debuff/blight_debuff_large.epk]",[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_chronos_statue_damage_buff,Art/2DArt/BuffIcons/thorns.dds,[Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_chronos_statue_speed_buff,Art/2DArt/BuffIcons/thorns.dds,[Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_chronos_statue_damage_taken_buff,Art/2DArt/BuffIcons/thorns.dds,[Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_gargoyles_damage_buff,Art/2DArt/SkillIcons/auraenergy.dds,[Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_gargoyles_damage_visual,,[Metadata/Effects/Spells/monsters_effects/labyrinth/skeleton_king/gargoyle/damage.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_gargoyles_speed_buff,Art/2DArt/SkillIcons/auraevasion.dds,[Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_gargoyles_speed_visual,,[Metadata/Effects/Spells/monsters_effects/labyrinth/skeleton_king/gargoyle/speed.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_gargoyles_damage_taken_buff,Art/2DArt/SkillIcons/auraregen.dds,[Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_gargoyles_damage_taken_visual,,[Metadata/Effects/Spells/monsters_effects/labyrinth/skeleton_king/gargoyle/defence.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_pedestals_physical_damage_reduction_buff,Art/2DArt/BuffIcons/flaskcharge.dds,[Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_pedestals_physical_damage_buff,Art/2DArt/SkillIcons/passives/Gladiator/GLADViolentRetaliationSmall.dds,[Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_pedestals_additional_energy_shield,Art/2DArt/SkillIcons/auraenergy.dds,[Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
super_frenzy_charge,Art/2DArt/BuffIcons/chargedex.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],"[<5, 0>]","<null, null>"
izaro_curse_temporal_chains,Art/2DArt/SkillIcons/temporalchains.dds,[],[Metadata/Effects/StatusAilments/NoEffect.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],"[<20, 0>]","<null, null>"
izaro_curse_elemental_weakness,Art/2DArt/SkillIcons/elementalweakness.dds,[],[Metadata/Effects/StatusAilments/NoEffect.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],"[<27, 0>]","<null, null>"
izaro_curse_vulnerability,Art/2DArt/SkillIcons/vulnerability.dds,[],[Metadata/Effects/StatusAilments/NoEffect.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],"[<24, 0>]","<null, null>"
stone_golem_regeneration,Art/2DArt/SkillIcons/RockGolemSummon.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
chieftain_totem_aura,Art/2DArt/SkillIcons/passives/Chieftain/ArohunguiMoonsPresenceSmallIcon.dds,"[Metadata/Effects/Spells/ascendancy_classes/chieftain/karui_vulnerability_aura/totem_affected_aura.epk, Metadata/Effects/Spells/ascendancy_classes/chieftain/karui_vulnerability_aura/totem_affected_aura.epk, Metadata/Effects/Spells/ascendancy_classes/chieftain/karui_vulnerability_aura/totem_affected_aura_large.epk]",[Metadata/Effects/Spells/ascendancy_classes/chieftain/karui_vulnerability_aura/totem_aura.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
shrink,Art/2DArt/BuffIcons/ShrinkDebuff.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
guardian_stun_aura,Art/2DArt/BuffIcons/Ascendancy/ShieldMastery.dds,[Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk],[Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
arrow_trap_slow,,[Metadata/Effects/StatusAilments/poisoned_dart_slow.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
rageslaver_summoned,Art/2DArt/BuffIcons/RhysSword.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
izaro_pylon_death_temporal_chains,Art/2DArt/SkillIcons/temporalchains.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],"[<21, 0>]","<null, null>"
izaro_pylon_death_elemental_weakness,Art/2DArt/SkillIcons/elementalweakness.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],"[<28, 0>]","<null, null>"
izaro_pylon_death_vulnerability,Art/2DArt/SkillIcons/vulnerability.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],"[<25, 0>]","<null, null>"
enrage_buff,,[Metadata/Effects/Spells/monsters_effects/labyrinth/minotaur/enrage.epk],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
enrage_buff_hellion,,[Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Chimera/MiniBosses/enraged.epk],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
unique_flask_zealots_oath,Art/2DArt/BuffIcons/SorrowOfTheDivineFlaskBuff.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
awaken_gargoyle,Art/2DArt/BuffIcons/liferegentoenergyshield.dds,[Metadata/Effects/Spells/monsters_effects/labyrinth/skeleton_king/gargoyle/beamhit.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
elemental_overload,Art/2DArt/BuffIcons/BuffElementalOverload.dds,[],[],[],False,,"<null, null>","<null, null>",,,True,,[],[],[],"<null, null>"
harmony_of_purpose,Art/2DArt/BuffIcons/Ascendancy/HarmonyOfPurpose.dds,[Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
harmony_of_purpose_enemies,Art/2DArt/BuffIcons/Ascendancy/HarmonyOfPurpose.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
scion_inspirational,Art/2DArt/BuffIcons/Inspirational.dds,[Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk],[Metadata/Effects/StatusAilments/NoEffect.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
vile_bastion,Art/2DArt/BuffIcons/Ascendancy/SoulCatalyst.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
pursuit_of_faith,Art/2DArt/BuffIcons/Ascendancy/SpiritualEmpowerment.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
prayer_of_glory,Art/2DArt/BuffIcons/Ascendancy/PrayerOfGlory.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
elemental_conflux,Art/2DArt/BuffIcons/ElementalConflux.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
chilling_conflux,Art/2DArt/BuffIcons/ColdConflux.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
shocking_conflux,Art/2DArt/BuffIcons/LightningConflux.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
igniting_conflux,Art/2DArt/BuffIcons/FireConflux.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
gold_spectre_buff,,[Metadata/Effects/StatusAilments/monsters/GoldenSpectres.epk],[],"[<4, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
lightning_golem_wrath,Art/2DArt/SkillIcons/LightningGolemAura.dds,[Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk],[Metadata/Effects/Spells/monsters_effects/lightning_elemental/aura/aura.epk],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
time_of_need,,[Metadata/Effects/Spells/ascendancy_classes/guardian/TimeofNeed.epk],[],"[<3, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
time_of_need_expedition_relic,,[Metadata/Effects/Spells/ascendancy_classes/guardian/TimeofNeed_relic.epk],[],"[<58, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
bane_of_the_loyal,Art/2DArt/BuffIcons/BaneOfTheLoyalBuff.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
heart_of_the_gargoyle,Art/2DArt/BuffIcons/HeartOfTheGargoyleBuff.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
cube_of_absorption,Art/2DArt/BuffIcons/PowerDampenerBuff.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
orb_of_elemental_essence,Art/2DArt/BuffIcons/OrbOfElementalEssenceBuff.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
rod_of_detonation,Art/2DArt/BuffIcons/RodOfDestructionBuff.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
sand_of_eternity,Art/2DArt/BuffIcons/SandsOfEternityBuff.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
cogs_of_disruption,Art/2DArt/BuffIcons/CogsOfDisruption.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
portal_shredder,Art/2DArt/BuffIcons/PortalShredderBuff.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
perandus_chest_protection,,[Metadata/Effects/Microtransactions/Aura/maligaro_restraint/gold/maligaro_restraint_gold.epk],[],"[<4, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
perandus_chest_fire_empowered,,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
perandus_chest_cold_empowered,,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
perandus_chest_lightning_empowered,,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
perandus_chest_physical_empowered,,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
unique_fish_glow,,[Metadata/Effects/Microtransactions/Aura/Uniques/BlindingAura/BlindingAura.epk],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
charged_attack,Art/2DArt/SkillIcons/ChargedAttack.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
slash_totem,Art/2DArt/BuffIcons/PortalShredderBuff.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
slam_totem,Art/2DArt/BuffIcons/PortalShredderBuff.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_aura_increased_damage_taken,Art/2DArt/BuffIcons/IncreasedDamageTaken.dds,[Metadata/Particles/totems/increaseddamage/increaseddamage_status.epk],[Metadata/Particles/totems/increaseddamage/increaseddamage.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_aura_damage_on_movement_skill_use,Art/2DArt/BuffIcons/DamageTakenOnMovementSkullUse.dds,[Metadata/Particles/totems/damagetakenonmovement/damagetakenonmovement_status.epk],[Metadata/Particles/totems/damagetakenonmovement/damagetakenonmovement.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
taunted,Art/2DArt/BuffIcons/Taunt.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
taunted_large,,[Metadata/Effects/Spells/warcries/taunt/Taunted_Large.epk],[],[],True,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
monster_taunted,Art/2DArt/BuffIcons/Taunt.dds,[Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Viking/taunted_buff.epk],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
goddess_slow,Art/2DArt/BuffIcons/TotemSlow.dds,[Metadata/Effects/Spells/monsters_effects/Goddess_of_Justice/teleport/affected_buff/affected_buff.epk],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
gloom_herald_of_ice,Art/2DArt/BuffIcons/HeraldofIce.dds,[Metadata/Effects/Microtransactions/Spells/heralds/gloom/gloomice.epk],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
gloom_herald_of_thunder,Art/2DArt/BuffIcons/HeraldofThunder.dds,[Metadata/Effects/Microtransactions/Spells/heralds/gloom/gloomlightning.epk],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
goddess_beam,Art/2DArt/BuffIcons/buffonfire.dds,[Metadata/Effects/StatusAilments/GhostFire.epk],[Metadata/Effects/StatusAilments/GhostFire.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
temporal_chains_slow_bubble,Art/2DArt/SkillIcons/temporalchains.dds,[],[Metadata/Effects/Spells/monsters_effects/aura/slow/slowbubble.epk],[],False,,"<null, null>","<null, null>",,,False,,[],[],"[<19, 0>]","<null, null>"
prophecy_raise_zombie,,[Metadata/Effects/StatusAilments/monsters/prophecy_unique.epk],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
overflowing_chalice,Art/2DArt/BuffIcons/OverflowingChalice.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
pale_court_invulnerability,,[Metadata/Effects/Microtransactions/Aura/maligaro_restraint/purple/maligaro_restraint_purple.epk],[],"[<23, 0>]",False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
vortex,Art/2DArt/SkillIcons/FrostVortex.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
kiaras_determination,Art/2DArt/BuffIcons/KiarasDetermination.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
repeated_pulse_cold,Art/2DArt/BuffIcons/ReducedCold.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
repeated_pulse_lightning,Art/2DArt/BuffIcons/ReducedLightning.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
repeated_pulse_fire,Art/2DArt/BuffIcons/ReducedFire.dds,[],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
repeated_pulse_chaos,Art/2DArt/BuffIcons/ChaosDebuff.dds,[Metadata/Particles/monster_effects/pulses/chaos_debuff.epk],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
curse_immunity,Art/2DArt/BuffIcons/TotemSlow.dds,[Metadata/Effects/Spells/monsters_effects/Geofri/GeofriCurseImmune.epk],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
alternating_buffs_reduced_damage,,[Metadata/Effects/Spells/monsters_effects/essence/reduceddamage.epk],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
alternating_buffs_speed,,[Metadata/Effects/Spells/monsters_effects/essence/increasedspeed.epk],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
alternating_buffs_dodge,,[Metadata/Effects/Spells/monsters_effects/essence/increaseddodge.epk],[],[],False,,"<null, null>","<null, null>",,,False,,[],[],[],"<null, null>"
